Ngay,Gia_target,outlier_flag,target_lag1,target_lag2,target_lag3,target_ret_lag1,MA5,MA10,std5,dayofweek,month,london_vnd_kg_lag1,usdvnd_lag1,diesel,diesel_chg_1m,diesel_chg_3m,rain_90d,oni,waterbal_90d,Luong_lag1m,dongia_lag1m,dongia_ret_lag1m,area_tn,prod_tn,yield_tn,tonkho_tan
2023-06-09,64766.5,0,62516.5,61516.5,61416.5,0.016255801289084992,61486.5,60992.35,626.0990336998997,4,6,64033.74,23490.0,17943,-0.0746260959257348,-0.1139259259259258,350.940005796,0.27,-76.89647264400001,146.64,2458.8788870703765,0.0578186460812724,652.2,1742057.5,2.6710479914136767,214800.0
2023-06-12,64666.5,0,64766.5,62516.5,61516.5,0.035990498508393864,62226.5,61446.5,1533.9491516996084,0,6,63415.94,23470.0,18028,0.0212428482410922,-0.1097283950617283,378.6600057760001,0.27,-43.46807516400002,146.64,2458.8788870703765,0.0578186460812724,652.2,1742057.5,2.6710479914136767,214800.0
2023-06-13,64266.5,0,64666.5,64766.5,62516.5,-0.0015440080906024,62976.5,61836.5,1645.9799512752118,1,6,62949.88,23480.0,18028,0.0212428482410922,-0.1097283950617283,384.100005816,0.27,-34.63699362400002,146.64,2458.8788870703765,0.0578186460812724,652.2,1742057.5,2.6710479914136767,214800.0
2023-06-14,64466.5,0,64266.5,64666.5,64766.5,-0.006185582952533353,63546.5,62186.5,1452.8420423431958,2,6,63178.055,23495.0,18028,0.0212428482410922,-0.1097283950617283,387.800006036,0.27,-28.743654264000025,146.64,2458.8788870703765,0.0578186460812724,652.2,1742057.5,2.6710479914136767,214800.0
2023-06-15,64566.5,0,64466.5,64266.5,64666.5,0.0031120412656671093,64136.5,62596.5,925.7429448826215,3,6,63309.0,23500.0,18028,0.0212428482410922,-0.1097283950617283,389.600006036,0.27,-24.70475152400002,146.64,2458.8788870703765,0.0578186460812724,652.2,1742057.5,2.6710479914136767,214800.0
2023-06-16,66366.5,0,64566.5,64466.5,64266.5,0.0015511932554117536,64546.5,63016.5,192.35384061657908,4,6,64858.425,23525.0,18028,0.0212428482410922,-0.1097283950617283,399.300005936,0.27,-13.09206728400002,146.64,2458.8788870703765,0.0578186460812724,652.2,1742057.5,2.6710479914136767,214800.0
2023-06-19,66216.5,0,66366.5,64566.5,64466.5,0.027878234068750896,64866.5,63546.5,851.4693182962897,0,6,64609.44,23520.0,18028,0.0212428482410922,-0.1097283950617283,427.500005368,0.27,20.46900142799998,146.64,2458.8788870703765,0.0578186460812724,652.2,1742057.5,2.6710479914136767,214800.0
2023-06-20,66716.5,0,66216.5,66366.5,64566.5,-0.0022601764444410977,65176.5,64076.5,1024.93902257644,1,6,65456.16,23520.0,18028,0.0212428482410922,-0.1097283950617283,435.420005568,0.27,29.77839536799998,146.64,2458.8788870703765,0.0578186460812724,652.2,1742057.5,2.6710479914136767,214800.0
2023-06-21,66100.0,0,66716.5,66216.5,66366.5,0.007550988046785889,65666.5,64606.5,1065.9502802663678,2,6,65150.4,23520.0,18174,0.0295133971562906,-0.0583419689119171,446.520005568,0.27,42.45069174799998,146.64,2458.8788870703765,0.0578186460812724,652.2,1742057.5,2.6710479914136767,214800.0
2023-06-22,65716.5,0,66100.0,66716.5,66216.5,-0.009240592656988955,65993.2,65064.85,830.550690806978,3,6,64074.63,23505.0,18174,0.0295133971562906,-0.0583419689119171,452.920005728,0.27,50.66297460799999,146.64,2458.8788870703765,0.0578186460812724,652.2,1742057.5,2.6710479914136767,214800.0
