Ngay,available_from,rain_30d,rain_90d,rain_90d_anom,waterbal_90d,tmax_30d,hot_days_30d,oni,oni_chg_3m,enso
2021-06-23,2021-06-23,227.06000398,504.880005058,58.68111545559998,117.43599820799999,26.793666666666663,0.0,-0.55,0.36,-1
2021-06-24,2021-06-24,214.500002888,509.800004866,63.60111526359998,124.20513101599998,26.854666666666667,0.0,-0.55,0.36,-1
2021-06-25,2021-06-25,202.92000176800002,515.0600049359999,68.86111533359991,131.72389208599998,26.895666666666667,0.0,-0.55,0.36,-1
2021-06-28,2021-06-28,193.820001188,522.300004896,76.1011152936,143.82786012599996,26.865999999999996,0.0,-0.55,0.36,-1
2021-06-29,2021-06-29,192.640001138,524.160004846,77.96111524359998,146.739880476,26.86433333333333,0.0,-0.55,0.36,-1
2021-06-30,2021-06-30,194.360001078,526.400004806,80.20111520359995,150.27572391599998,26.832666666666668,0.0,-0.55,0.36,-1
2021-07-01,2021-07-01,192.020001058,518.960004606,-89.2396197253172,142.681962536,26.827,0.0,-0.39,0.4,0
2021-07-02,2021-07-02,194.520001258,522.780004826,-85.4196195053172,148.06143563599997,26.825,0.0,-0.39,0.4,0
2021-07-05,2021-07-05,197.340001478,541.6400047660001,-66.55961956531712,173.93048781599998,26.879666666666665,0.0,-0.39,0.4,0
2021-07-06,2021-07-06,211.980001418,559.240004766,-48.95961956531721,194.92802963599996,26.843,0.0,-0.39,0.4,0
2021-07-07,2021-07-07,223.440001738,579.420004706,-28.779619625317196,216.92061591599997,26.834000000000003,0.0,-0.39,0.4,0
2021-07-08,2021-07-08,224.880001718,591.4600040979999,-16.739620233317282,232.65687016799998,26.805333333333333,0.0,-0.39,0.4,0
2021-07-09,2021-07-09,228.960002278,601.000004858,-7.199619473317171,244.29251234799997,26.840666666666667,0.0,-0.39,0.4,0
2021-07-12,2021-07-12,211.920000178,616.380004258,8.180379926682804,261.039550308,27.255666666666666,0.0,-0.39,0.4,0
2021-07-13,2021-07-13,224.420000238,633.140004458,24.94038012668284,278.473355548,27.340666666666667,0.0,-0.39,0.4,0
2021-07-14,2021-07-14,229.159999918,641.740004498,33.54038016668278,288.62723930799996,27.360666666666663,0.0,-0.39,0.4,0
2021-07-15,2021-07-15,239.600000318,656.420004478,48.22038014668283,305.013099088,27.387999999999998,0.0,-0.39,0.4,0
2021-07-16,2021-07-16,248.420000498,674.5200046980001,66.32038036668291,325.96320338799995,27.354,0.0,-0.39,0.4,0
2021-07-19,2021-07-19,267.200001058,697.700006178,89.50038184668279,353.985407808,27.081,0.0,-0.39,0.4,0
2021-07-20,2021-07-20,271.580001958,686.8600069779999,78.6603826466827,343.331853708,27.041,0.0,-0.39,0.4,0
2021-07-21,2021-07-21,275.94000195800004,676.600006118,68.40038178668283,332.53763074799997,27.007333333333335,0.0,-0.39,0.4,0
2021-07-22,2021-07-22,276.460002018,673.520006078,65.32038174668287,330.351020688,26.919666666666668,0.0,-0.39,0.4,0
2021-07-23,2021-07-23,284.640002698,687.1600068380001,78.96038250668289,345.97125292799996,26.825,0.0,-0.39,0.4,0
2021-07-26,2021-07-26,309.26000539,715.780009538,107.58038520668276,377.78639184799994,26.625666666666667,0.0,-0.39,0.4,0
2021-07-27,2021-07-27,314.44000540999997,723.280009538,115.08038520668276,387.065566308,26.578666666666667,0.0,-0.39,0.4,0
2021-07-28,2021-07-28,319.56000557,731.140009618,122.94038528668284,396.905000228,26.566666666666666,0.0,-0.39,0.4,0
2021-07-29,2021-07-29,327.98000637999996,739.300010338,131.1003860066828,406.75761604799993,26.50066666666667,0.0,-0.39,0.4,0
2021-07-30,2021-07-30,328.5200065,739.800010418,131.60038608668287,408.97832956799994,26.456666666666667,0.0,-0.39,0.4,0
2021-08-02,2021-08-02,340.980007,760.2400111579999,48.214364898989174,436.68230358799997,26.235333333333337,0.0,-0.3,0.41,0
2021-08-03,2021-08-03,341.74000664,768.960010778,56.93436451898924,447.977191948,26.140666666666668,0.0,-0.3,0.41,0
2021-08-04,2021-08-04,337.34000674,773.4200108179999,61.394364558989196,454.99039444799996,26.125333333333334,0.0,-0.3,0.41,0
2021-08-05,2021-08-05,329.04000604,782.100010118,70.07436385898927,465.748355408,26.163999999999998,0.0,-0.3,0.41,0
2021-08-06,2021-08-06,309.92000592,784.660010018,72.63436375898925,471.146856188,26.194999999999997,0.0,-0.3,0.41,0
2021-08-09,2021-08-09,295.86000564,791.300010148,79.27436388898923,481.725363598,26.316,0.0,-0.3,0.41,0
2021-08-10,2021-08-10,294.02000576,791.940010248,79.9143639889893,482.78602299799996,26.27733333333333,0.0,-0.3,0.41,0
2021-08-11,2021-08-11,288.90000635999996,793.760010488,81.7343642289893,485.208776798,26.229666666666667,0.0,-0.3,0.41,0
2021-08-12,2021-08-12,275.16000596000003,787.9400096879999,75.91436342898919,479.686399258,26.212666666666667,0.0,-0.3,0.41,0
2021-08-13,2021-08-13,277.40000562,798.260009508,86.23436324898933,491.715212238,26.172000000000004,0.0,-0.3,0.41,0
2021-08-16,2021-08-16,248.68000547,793.2000092679999,81.17436300898919,489.478640818,26.23,0.0,-0.3,0.41,0
2021-08-17,2021-08-17,230.42000485,766.500008188,54.47436192898931,462.27118671799997,26.35,0.0,-0.3,0.41,0
2021-08-18,2021-08-18,219.70000492999998,765.2000082879999,53.17436202898921,460.97126989799995,26.518666666666668,0.0,-0.3,0.41,0
2021-08-19,2021-08-19,217.54000395,762.140008408,50.114362148989244,457.262333378,26.590999999999998,0.0,-0.3,0.41,0
2021-08-20,2021-08-20,223.28000395,769.160008268,57.13436200898923,463.19991243799996,26.677666666666664,0.0,-0.3,0.41,0
2021-08-23,2021-08-23,206.62000263,714.320009008,2.294362748989329,404.039200958,27.016000000000002,0.0,-0.3,0.41,0
2021-08-24,2021-08-24,201.06000109000001,710.280007968,-1.7456382910107777,398.97962841799995,27.072999999999997,0.0,-0.3,0.41,0
2021-08-25,2021-08-25,204.02000081,707.260007428,-4.765638831010733,396.58367471799994,27.057000000000002,0.0,-0.3,0.41,0
2021-08-26,2021-08-26,211.35999981000003,720.960006328,8.934360068989236,411.860592558,27.029999999999998,0.0,-0.3,0.41,0
2021-08-27,2021-08-27,220.65999913000002,734.040005888,22.01435962898927,425.762176618,27.030000000000005,0.0,-0.3,0.41,0
2021-08-30,2021-08-30,238.19999937,763.040006888,51.014360628989266,456.466471398,27.127,0.0,-0.3,0.41,0
2021-08-31,2021-08-31,238.49999873,768.2000067079999,56.174360448989205,461.88118387799994,27.134666666666668,0.0,-0.3,0.41,0
2021-09-01,2021-09-01,239.85999831,773.740006728,-5.049327034505609,467.332912938,27.166333333333334,0.0,-0.35,0.20000000000000007,0
2021-09-02,2021-09-02,249.27999763000003,789.540005608,10.750671845494367,483.923984218,27.19633333333333,0.0,-0.35,0.20000000000000007,0
2021-09-03,2021-09-03,252.49999759000002,787.180005808,8.390672045494398,481.362510818,27.218333333333337,0.0,-0.35,0.20000000000000007,0
2021-09-06,2021-09-06,295.79999821,822.020006528,43.23067276549432,516.370665798,27.107666666666667,0.0,-0.35,0.20000000000000007,0
2021-09-07,2021-09-07,303.49999861,827.340006728,48.550672965494414,521.702220538,27.044666666666664,0.0,-0.35,0.20000000000000007,0
2021-09-08,2021-09-08,317.09999833,831.740004868,52.95067110549439,525.4594591179999,27.013666666666666,0.0,-0.35,0.20000000000000007,0
2021-09-09,2021-09-09,325.91999829,835.3200042679999,56.5306705054943,529.051991158,26.933333333333334,0.0,-0.35,0.20000000000000007,0
2021-09-10,2021-09-10,330.99999795,831.820004488,53.03067072549436,525.556860948,26.80166666666667,0.0,-0.35,0.20000000000000007,0
2021-09-13,2021-09-13,389.73999906999995,896.120005088,117.33067132549434,594.49686322,26.558333333333334,0.0,-0.35,0.20000000000000007,0
2021-09-14,2021-09-14,398.59999898999996,898.760005228,119.97067146549432,596.93089312,26.550333333333334,0.0,-0.35,0.20000000000000007,0
2021-09-15,2021-09-15,401.49999878000006,897.180005068,118.39067130549438,595.1712259000001,26.533,0.0,-0.35,0.20000000000000007,0
2021-09-16,2021-09-16,403.05999882000003,893.920005088,115.1306713254944,591.8399453999999,26.497333333333334,0.0,-0.35,0.20000000000000007,0
2021-09-17,2021-09-17,413.51999856,900.4200045480001,121.63067078549443,598.32439382,26.475,0.0,-0.35,0.20000000000000007,0
2021-09-20,2021-09-20,423.77999931,916.620005118,137.83067135549436,617.29655913,26.22033333333333,0.0,-0.35,0.20000000000000007,0
2021-09-21,2021-09-21,442.19999583,938.2400017179999,159.45066795549428,639.6445861899999,26.171666666666667,0.0,-0.35,0.20000000000000007,0
2021-09-22,2021-09-22,457.29999679,957.1200029099999,178.3306691474943,659.518189622,26.12633333333333,0.0,-0.35,0.20000000000000007,0
2021-09-23,2021-09-23,495.42000003,1002.78000623,223.9906724674944,707.468470102,25.982000000000003,0.0,-0.35,0.20000000000000007,0
2021-09-24,2021-09-24,524.58000077,1037.8600069699999,259.0706732074942,745.0461450019999,25.892666666666667,0.0,-0.35,0.20000000000000007,0
2021-09-27,2021-09-27,497.84000346,1054.34000827,275.55067450749436,762.524299262,25.956999999999997,0.0,-0.35,0.20000000000000007,0
2021-09-28,2021-09-28,481.90000287000004,1049.02000836,270.2306745974944,756.156516052,25.998333333333335,0.0,-0.35,0.20000000000000007,0
2021-09-29,2021-09-29,479.54000253,1050.56000836,271.77067459749435,757.9783347319999,26.011666666666667,0.0,-0.35,0.20000000000000007,0
2021-09-30,2021-09-30,502.52000268999996,1076.20000814,297.4106743774943,783.783359272,26.028,0.0,-0.35,0.20000000000000007,0
2021-10-01,2021-10-01,511.60000408999997,1092.4400094,279.1357631024248,801.234670352,26.009,0.0,-0.45,-0.06,0
2021-10-04,2021-10-04,515.20000485,1106.34001018,293.0357638824248,812.753417392,26.104333333333333,0.0,-0.45,-0.06,0
2021-10-05,2021-10-05,498.14000469,1087.50001042,274.19576412242486,792.816664012,26.189666666666668,0.0,-0.45,-0.06,0
2021-10-06,2021-10-06,509.98000601,1107.1200108199998,293.8157645224246,813.5266235720001,26.048333333333336,0.0,-0.45,-0.06,0
2021-10-07,2021-10-07,514.60000599,1112.9800104400001,299.6757641424249,820.790007586,25.977,0.0,-0.45,-0.06,0
2021-10-08,2021-10-08,504.40000609,1117.3600100600001,304.05576376242493,827.3775026259999,25.901333333333334,0.0,-0.45,-0.06,0
2021-10-11,2021-10-11,474.08000604999995,1114.84001056,301.5357642624249,830.056016686,26.105666666666664,0.0,-0.45,-0.06,0
2021-10-12,2021-10-12,465.20000875000005,1122.22001152,308.91576522242485,838.404076846,26.156,0.0,-0.45,-0.06,0
2021-10-13,2021-10-13,464.66000549,1121.18001026,307.8757639624248,839.116245286,26.091,0.0,-0.45,-0.06,0
2021-10-14,2021-10-14,469.92000569000004,1120.2600104199998,306.9557641224246,838.683710026,26.009999999999998,0.0,-0.45,-0.06,0
2021-10-15,2021-10-15,477.62000588999996,1127.8000101399998,314.4957638424246,847.3556886060001,25.921333333333333,0.0,-0.45,-0.06,0
2021-10-18,2021-10-18,517.2000031599999,1145.04000568,331.7357593824247,864.113866846,25.750999999999998,0.0,-0.45,-0.06,0
2021-10-19,2021-10-19,510.14000246,1140.8200057200002,327.51575942242494,859.419295846,25.907,0.0,-0.45,-0.06,0
2021-10-20,2021-10-20,499.72000254,1139.88000564,326.5757593424248,857.479593906,25.94,0.0,-0.45,-0.06,0
2021-10-21,2021-10-21,474.18000582,1127.78000484,314.4757585424247,843.950123906,25.984333333333332,0.0,-0.45,-0.06,0
2021-10-22,2021-10-22,455.90000483999995,1119.82000426,306.5157579624247,834.8946709659999,26.031000000000002,0.0,-0.45,-0.06,0
2021-10-25,2021-10-25,367.13999953999996,1104.28000232,290.9757560224248,822.3052842860001,26.124000000000002,0.0,-0.45,-0.06,0
2021-10-26,2021-10-26,367.83999957,1103.92000222,290.6157559224248,822.857543216,26.04733333333333,0.0,-0.45,-0.06,0
2021-10-27,2021-10-27,405.23999797,1131.59999986,318.2957535624248,852.151567416,25.86766666666667,0.0,-0.45,-0.06,0
2021-10-28,2021-10-28,407.83999799599997,1128.339999856,315.03575355842486,848.021589872,25.830666666666666,0.0,-0.45,-0.06,0
2021-10-29,2021-10-29,408.139998036,1125.8799999359999,312.57575363842466,845.367448212,25.798000000000002,0.0,-0.45,-0.06,0
2021-11-01,2021-11-01,341.719996926,1111.719999546,420.9373904052501,830.955173482,25.755333333333333,0.0,-0.63,-0.33,-1
2021-11-02,2021-11-02,336.19999646599996,1106.819999506,416.03739036524996,824.4572111619999,25.762666666666668,0.0,-0.63,-0.33,-1
2021-11-03,2021-11-03,320.29999606599995,1097.600000206,406.81739106525004,814.581656622,25.740666666666666,0.0,-0.63,-0.33,-1
2021-11-04,2021-11-04,317.499995826,1095.0800003260001,404.29739118525015,810.964094222,25.74,0.0,-0.63,-0.33,-1
2021-11-05,2021-11-05,286.499996006,1092.280000226,401.4973910852501,808.0276000219999,25.929333333333332,0.0,-0.63,-0.33,-1
2021-11-08,2021-11-08,260.719995926,1084.960000266,394.17739112525,799.7106253019999,26.238333333333337,0.0,-0.63,-0.33,-1
2021-11-09,2021-11-09,257.119995926,1079.360000126,388.57739098524996,794.973935142,26.241666666666667,0.0,-0.63,-0.33,-1
2021-11-10,2021-11-10,245.09999614599997,1084.780000746,393.9973916052501,802.099650702,26.177,0.0,-0.63,-0.33,-1
2021-11-11,2021-11-11,239.519995056,1084.340000956,393.55739181525007,803.141000822,26.098333333333336,0.0,-0.63,-0.33,-1
2021-11-12,2021-11-12,232.819996336,1087.220000896,396.43739175525013,806.258275982,26.147,0.0,-0.63,-0.33,-1
2021-11-15,2021-11-15,212.979997226,1106.900001916,416.1173927752501,831.806027182,26.139666666666663,0.0,-0.63,-0.33,-1
2021-11-16,2021-11-16,174.940000286,1107.0000018160001,416.21739267525015,834.127707082,26.159333333333333,0.0,-0.63,-0.33,-1
2021-11-17,2021-11-17,175.860000256,1103.3600019859998,412.57739284524985,831.427389232,26.13366666666667,0.0,-0.63,-0.33,-1
2021-11-18,2021-11-18,172.240000076,1089.780001846,398.99739270525004,818.951141992,26.076666666666664,0.0,-0.63,-0.33,-1
2021-11-19,2021-11-19,164.519999996,1088.0200018459998,397.2373927052498,817.7301762919999,26.072,0.0,-0.63,-0.33,-1
2021-11-22,2021-11-22,156.140000636,1064.020001806,373.23739266525,794.955308592,26.103,0.0,-0.63,-0.33,-1
2021-11-23,2021-11-23,149.580000236,1056.140001746,365.3573926052501,787.153232652,26.116666666666667,0.0,-0.63,-0.33,-1
2021-11-24,2021-11-24,148.26000023600002,1041.1800027460001,350.39739360525016,771.573980052,26.118333333333332,0.0,-0.63,-0.33,-1
2021-11-25,2021-11-25,140.80000025599998,1024.060003346,333.27739420525006,755.061466352,26.089000000000002,0.0,-0.63,-0.33,-1
2021-11-26,2021-11-26,102.580001856,1005.660003286,314.87739414525004,736.830403292,26.14033333333333,0.0,-0.63,-0.33,-1
2021-11-29,2021-11-29,145.98000211,1028.680002786,337.89739364524996,766.1464556599999,25.691,0.0,-0.63,-0.33,-1
2021-11-30,2021-11-30,148.90000217000002,1028.800003106,338.0173939652501,767.8624674,25.624333333333333,0.0,-0.63,-0.33,-1
2021-12-01,2021-12-01,147.80000225,1010.240004166,538.6162418595645,749.0493329999999,25.509333333333334,0.0,-0.76,-0.41000000000000003,-1
2021-12-02,2021-12-02,147.76000225,1002.080004166,530.4562418595644,740.4844974,25.378666666666668,0.0,-0.76,-0.41000000000000003,-1
2021-12-03,2021-12-03,147.68000225,983.180003166,511.5562408595645,720.61274592,25.23,0.0,-0.76,-0.41000000000000003,-1
2021-12-06,2021-12-06,145.06000232,931.000003896,459.3762415895645,666.02311349,24.769000000000002,0.0,-0.76,-0.41000000000000003,-1
2021-12-07,2021-12-07,142.16000238,912.9200043559999,441.29624204956446,647.6352564099999,24.627666666666666,0.0,-0.76,-0.41000000000000003,-1
2021-12-08,2021-12-08,140.76000238,899.800004356,428.17624204956456,633.7734002699999,24.52733333333333,0.0,-0.76,-0.41000000000000003,-1
2021-12-09,2021-12-09,139.96000236,888.320004536,416.6962422295646,620.08996425,24.49266666666667,0.0,-0.76,-0.41000000000000003,-1
2021-12-10,2021-12-10,130.68000194,849.860004136,378.23624182956456,578.878654198,24.501333333333335,0.0,-0.76,-0.41000000000000003,-1
2021-12-13,2021-12-13,103.42000199,796.160003536,324.5362412295645,522.9985195979999,24.507,0.0,-0.76,-0.41000000000000003,-1
2021-12-14,2021-12-14,84.48000079,788.3800037359999,316.75624142956445,515.9816896379999,24.529999999999998,0.0,-0.76,-0.41000000000000003,-1
2021-12-15,2021-12-15,80.94000062,784.7800037159999,313.1562414095644,513.0416805379999,24.559333333333335,0.0,-0.76,-0.41000000000000003,-1
2021-12-16,2021-12-16,78.94000064,772.4200038959999,300.79624158956443,500.689149618,24.648000000000003,0.0,-0.76,-0.41000000000000003,-1
2021-12-17,2021-12-17,76.40000065000001,769.4600040659999,297.8362417595644,497.35506940799996,24.647666666666666,0.0,-0.76,-0.41000000000000003,-1
2021-12-20,2021-12-20,77.34000085800001,716.9200070740001,245.2962447675646,444.460868116,24.323666666666668,0.0,-0.76,-0.41000000000000003,-1
2021-12-21,2021-12-21,75.440000828,693.4200060740001,221.7962437675646,420.70019829599994,24.285,0.0,-0.76,-0.41000000000000003,-1
2021-12-22,2021-12-22,75.240000838,643.840002614,172.21624030756453,369.258428576,24.246,0.0,-0.76,-0.41000000000000003,-1
2021-12-23,2021-12-23,78.000000838,609.560001814,137.9362395075645,333.210229236,24.265,0.0,-0.76,-0.41000000000000003,-1
2021-12-24,2021-12-24,78.320000828,593.720000604,122.09623829756453,316.59685724599996,24.287666666666667,0.0,-0.76,-0.41000000000000003,-1
2021-12-27,2021-12-27,68.200001188,590.040000624,118.41623831756448,315.763667066,24.522333333333336,0.0,-0.76,-0.41000000000000003,-1
2021-12-28,2021-12-28,56.94000114800001,586.400000644,114.77623833756451,313.276332766,24.53166666666667,0.0,-0.76,-0.41000000000000003,-1
2021-12-29,2021-12-29,30.260000548,556.420000644,84.79623833756449,283.647777626,24.627000000000002,0.0,-0.76,-0.41000000000000003,-1
2021-12-30,2021-12-30,21.040000348,538.239999364,66.61623705756455,265.48806882599996,24.643666666666665,0.0,-0.76,-0.41000000000000003,-1
2021-12-31,2021-12-31,20.940000348,510.459999524,38.83623721756453,237.30209926599997,24.651666666666664,0.0,-0.76,-0.41000000000000003,-1
2022-01-03,2022-01-03,20.980000348,485.259998424,253.54786963703208,212.39221814599998,24.872666666666664,0.0,-0.91,-0.46,-1
2022-01-04,2022-01-04,23.460000538,455.939998824,224.22787003703206,180.42379484599996,24.956,0.0,-0.91,-0.46,-1
2022-01-05,2022-01-05,24.680000578,441.079998484,209.36786969703206,163.756315372,25.060333333333332,0.0,-0.91,-0.46,-1
2022-01-06,2022-01-06,25.140000608,433.659998874,201.94787008703207,154.76788618199998,25.171,0.0,-0.91,-0.46,-1
