Ngay,available_from,rain_30d,rain_90d,rain_90d_anom,waterbal_90d,tmax_30d,hot_days_30d,oni,oni_chg_3m,enso
2020-02-18,2020-02-18,7.540000178,10.620000236,-90.75976424680236,-378.192803584,28.664,0.0,0.66,0.43000000000000005,1
2020-02-19,2020-02-19,7.540000178,10.620000236,-90.75976424680236,-379.758413184,28.651666666666664,0.0,0.66,0.43000000000000005,1
2020-02-20,2020-02-20,7.540000178,10.620000236,-90.75976424680236,-380.870631504,28.583333333333332,0.0,0.66,0.43000000000000005,1
2020-02-21,2020-02-21,7.540000178,9.500000235999998,-91.87976424680235,-383.669675164,28.46066666666667,0.0,0.66,0.43000000000000005,1
2020-02-24,2020-02-24,7.360000178,9.120000216,-92.25976426680236,-388.816234284,28.189,0.0,0.66,0.43000000000000005,1
2020-02-25,2020-02-25,6.980000158,9.120000216,-92.25976426680236,-390.305534904,28.209333333333333,0.0,0.66,0.43000000000000005,1
2020-02-26,2020-02-26,6.880000158,8.680000195999998,-92.69976428680236,-392.47707652400004,28.235000000000003,0.0,0.66,0.43000000000000005,1
2020-02-27,2020-02-27,6.6000001379999995,8.660000195999999,-92.71976428680236,-394.336564124,28.247000000000003,0.0,0.66,0.43000000000000005,1
2020-02-28,2020-02-28,5.140000078,8.620000196,-92.75976428680235,-396.55987656400004,28.32766666666667,0.0,0.66,0.43000000000000005,1
2020-03-02,2020-03-02,4.46000005,8.880000196000001,-59.13596826081721,-400.484542764,28.837666666666667,0.0,0.64,0.25,1
2020-03-03,2020-03-03,4.54000005,8.940000196000002,-59.075968260817206,-402.246867644,28.968333333333337,0.0,0.64,0.25,1
2020-03-04,2020-03-04,5.10000005,9.500000196,-58.5159682608172,-403.390463044,29.064333333333334,0.0,0.64,0.25,1
2020-03-05,2020-03-05,5.62000005,10.020000196000002,-57.99596826081721,-404.430401984,29.121333333333332,0.0,0.64,0.25,1
2020-03-06,2020-03-06,6.960000109999999,11.360000256000001,-56.655968200817206,-404.349170544,29.238333333333333,0.0,0.64,0.25,1
2020-03-09,2020-03-09,11.21999997,15.620000116,-52.395968340817205,-402.85059194400003,29.49233333333333,0.0,0.64,0.25,1
2020-03-10,2020-03-10,10.47999997,15.820000116,-52.1959683408172,-403.577013284,29.73033333333333,0.0,0.64,0.25,1
2020-03-11,2020-03-11,10.599999969999999,15.940000116,-52.075968340817205,-405.29930618400005,29.913999999999998,0.0,0.64,0.25,1
2020-03-12,2020-03-12,10.739999979999999,16.080000125999998,-51.935968330817204,-407.34854807400006,30.041666666666668,1.0,0.64,0.25,1
2020-03-13,2020-03-13,9.93999998,16.060000126,-51.95596833081721,-409.75732505400003,30.16,2.0,0.64,0.25,1
2020-03-16,2020-03-16,8.41999997,16.040000126,-51.97596833081721,-416.945845414,30.241666666666667,2.0,0.64,0.25,1
2020-03-17,2020-03-17,7.719999929999999,15.940000126,-52.075968330817204,-419.030797914,30.246666666666666,2.0,0.64,0.25,1
2020-03-18,2020-03-18,7.679999929999999,15.900000126,-52.1159683308172,-421.062109914,30.414333333333335,2.0,0.64,0.25,1
2020-03-19,2020-03-19,7.73999993,15.960000125999999,-52.05596833081721,-422.010459694,30.592,2.0,0.64,0.25,1
2020-03-20,2020-03-20,7.73999993,15.940000126,-52.075968330817204,-424.261215994,30.750666666666667,2.0,0.64,0.25,1
2020-03-23,2020-03-23,8.09999993,16.220000126,-51.7959683308172,-428.572401774,31.32633333333333,2.0,0.64,0.25,1
2020-03-24,2020-03-24,8.17999993,16.300000126,-51.715968330817205,-429.865038194,31.49433333333333,2.0,0.64,0.25,1
2020-03-25,2020-03-25,8.45999993,16.580000126,-51.435968330817204,-430.900317514,31.601,2.0,0.64,0.25,1
2020-03-26,2020-03-26,8.89999995,17.020000146,-50.995968310817204,-431.29409033400003,31.67033333333333,2.0,0.64,0.25,1
2020-03-27,2020-03-27,9.11999995,17.240000146,-50.775968310817206,-431.923381154,31.759666666666664,2.0,0.64,0.25,1
2020-03-30,2020-03-30,11.42000003,19.560000226,-48.455968230817206,-432.425158654,31.977999999999998,3.0,0.64,0.25,1
2020-03-31,2020-03-31,11.62000003,19.960000226000002,-48.0559682308172,-432.94883451400005,32.025333333333336,3.0,0.64,0.25,1
2020-04-01,2020-04-01,11.78000003,20.120000226000002,-90.32716721070557,-434.854766374,32.11666666666667,4.0,0.63,0.050000000000000044,1
2020-04-02,2020-04-02,11.70000003,20.120000226000002,-90.32716721070557,-436.70290081400003,32.169333333333334,4.0,0.63,0.050000000000000044,1
2020-04-03,2020-04-03,11.14000003,20.120000226000002,-90.32716721070557,-439.16639927400007,32.242333333333335,5.0,0.63,0.050000000000000044,1
2020-04-06,2020-04-06,7.74000015,21.540000226,-88.90716721070557,-443.647657934,32.46033333333334,7.0,0.63,0.050000000000000044,1
2020-04-07,2020-04-07,14.24000033,28.620000426,-81.82716701070557,-436.509227294,32.36833333333333,7.0,0.63,0.050000000000000044,1
2020-04-08,2020-04-08,24.26000051,39.140000626,-71.30716681070557,-425.314191574,32.330333333333336,7.0,0.63,0.050000000000000044,1
2020-04-09,2020-04-09,24.78000051,39.980000626,-70.46716681070558,-424.30394845399996,32.239333333333335,7.0,0.63,0.050000000000000044,1
2020-04-10,2020-04-10,31.260000589999997,46.260000688,-64.18716674870558,-418.32777733200004,32.196333333333335,7.0,0.63,0.050000000000000044,1
2020-04-13,2020-04-13,47.760001020000004,62.980001128,-47.46716630870557,-400.014896092,31.802000000000003,5.0,0.63,0.050000000000000044,1
2020-04-14,2020-04-14,48.06000102,63.280001127999995,-47.167166308705575,-399.296216672,31.7,5.0,0.63,0.050000000000000044,1
2020-04-15,2020-04-15,49.120001020000004,64.340001128,-46.10716630870557,-398.5384883720001,31.640666666666668,5.0,0.63,0.050000000000000044,1
2020-04-16,2020-04-16,49.84000098,65.06000108799999,-45.38716634870558,-397.82477329200003,31.56833333333333,5.0,0.63,0.050000000000000044,1
2020-04-17,2020-04-17,51.84000098,67.06000108799999,-43.38716634870558,-396.06451783200004,31.505,5.0,0.63,0.050000000000000044,1
2020-04-20,2020-04-20,58.44000105,73.720001158,-36.72716627870557,-388.75721068200005,31.430333333333333,5.0,0.63,0.050000000000000044,1
2020-04-21,2020-04-21,58.36000105,73.720001158,-36.72716627870557,-389.981682062,31.474,6.0,0.63,0.050000000000000044,1
