Date,Price
2017-09-22,2005.0
2017-09-25,2006.0
2017-09-26,1999.0
2017-09-27,1950.0
2017-09-28,1949.0
2017-09-29,1968.0
2017-10-02,1977.0
2017-10-03,1982.0
2017-10-04,1977.0
2017-10-05,1967.0
2017-10-06,1989.0
2017-10-09,1974.0
2017-10-10,1981.0
2017-10-11,1947.0
2017-10-12,1968.0
2017-10-13,1982.0
2017-10-16,1954.0
2017-10-17,1944.0
2017-10-18,1949.0
2017-10-19,1973.0
2017-10-20,1965.0
2017-10-23,1968.0
2017-10-24,1945.0
2017-10-25,1961.0
2017-10-26,1949.0
2017-10-27,1944.0
2017-10-30,1910.0
2017-10-31,1878.0
2017-11-01,1838.0
2017-11-02,1870.0
2017-11-03,1856.0
2017-11-06,1855.0
2017-11-07,1824.0
2017-11-08,1810.0
2017-11-09,1824.0
2017-11-10,1816.0
2017-11-13,1824.0
2017-11-14,1836.0
2017-11-15,1847.0
2017-11-16,1845.0
2017-11-17,1824.0
2017-11-20,1810.0
2017-11-21,1801.0
2017-11-22,1757.0
2017-11-23,1756.0
2017-11-24,1749.0
2017-11-27,1720.0
2017-11-28,1743.0
2017-11-29,1766.0
2017-11-30,1726.0
2017-12-01,1750.0
2017-12-04,1720.0
2017-12-05,1747.0
2017-12-06,1744.0
2017-12-07,1723.0
2017-12-08,1740.0
2017-12-11,1720.0
2017-12-12,1680.0
2017-12-13,1713.0
2017-12-14,1740.0
2017-12-15,1723.0
2017-12-18,1726.0
2017-12-19,1713.0
2017-12-20,1713.0
2017-12-21,1705.0
2017-12-22,1712.0
2017-12-26,1711.0
2017-12-27,1711.0
2017-12-28,1715.0
2017-12-29,1718.0
2018-01-02,1733.0
2018-01-03,1735.0
2018-01-04,1728.0
2018-01-05,1724.0
2018-01-08,1686.0
2018-01-09,1724.0
2018-01-10,1726.0
2018-01-11,1727.0
2018-01-12,1728.0
2018-01-15,1729.0
2018-01-16,1727.0
2018-01-17,1769.0
2018-01-18,1793.0
2018-01-19,1756.0
2018-01-22,1767.0
2018-01-23,1749.0
2018-01-24,1775.0
2018-01-25,1763.0
2018-01-26,1767.0
2018-01-29,1757.0
2018-01-30,1728.0
2018-01-31,1762.0
2018-02-01,1752.0
2018-02-02,1745.0
2018-02-05,1752.0
2018-02-06,1770.0
2018-02-07,1761.0
2018-02-08,1768.0
2018-02-09,1769.0
2018-02-12,1769.0
2018-02-13,1778.0
2018-02-14,1782.0
2018-02-15,1783.0
2018-02-16,1754.0
2018-02-19,1741.0
2018-02-20,1770.0
2018-02-21,1766.0
2018-02-22,1759.0
2018-02-23,1751.0
2018-02-26,1744.0
2018-02-27,1735.0
2018-02-28,1724.0
2018-03-01,1768.0
2018-03-02,1751.0
2018-03-05,1755.0
2018-03-06,1777.0
2018-03-07,1785.0
2018-03-08,1760.0
2018-03-09,1780.0
2018-03-12,1769.0
2018-03-13,1763.0
2018-03-14,1752.0
2018-03-15,1728.0
2018-03-16,1745.0
2018-03-19,1757.0
2018-03-20,1754.0
2018-03-21,1752.0
2018-03-22,1742.0
2018-03-23,1690.0
2018-03-26,1688.0
2018-03-27,1735.0
2018-03-28,1729.0
2018-03-29,1725.0
2018-04-03,1759.0
2018-04-04,1770.0
2018-04-05,1768.0
2018-04-06,1746.0
2018-04-09,1759.0
2018-04-10,1736.0
2018-04-11,1734.0
2018-04-12,1736.0
2018-04-13,1736.0
2018-04-16,1729.0
2018-04-17,1754.0
2018-04-18,1772.0
2018-04-19,1767.0
2018-04-20,1759.0
2018-04-23,1769.0
2018-04-24,1782.0
2018-04-25,1760.0
2018-04-26,1771.0
2018-04-27,1762.0
2018-04-30,1756.0
2018-05-01,1815.0
2018-05-02,1807.0
2018-05-03,1831.0
2018-05-04,1813.0
2018-05-08,1794.0
2018-05-09,1747.0
2018-05-10,1743.0
2018-05-11,1758.0
2018-05-14,1742.0
2018-05-15,1728.0
2018-05-16,1737.0
2018-05-17,1750.0
2018-05-18,1762.0
2018-05-21,1795.0
2018-05-22,1790.0
2018-05-23,1751.0
2018-05-24,1755.0
2018-05-25,1752.0
2018-05-28,1752.0
2018-05-29,1741.0
2018-05-30,1732.0
2018-05-31,1752.0
2018-06-01,1738.0
2018-06-04,1732.0
2018-06-05,1733.0
2018-06-06,1736.0
2018-06-07,1723.0
2018-06-08,1712.0
2018-06-11,1723.0
2018-06-12,1715.0
2018-06-13,1693.0
2018-06-14,1701.0
2018-06-15,1690.0
2018-06-18,1687.0
2018-06-19,1685.0
2018-06-20,1695.0
2018-06-21,1701.0
2018-06-22,1705.0
2018-06-25,1676.0
2018-06-26,1686.0
2018-06-27,1705.0
2018-06-28,1697.0
2018-06-29,1690.0
2018-07-02,1677.0
2018-07-03,1685.0
2018-07-04,1689.0
2018-07-05,1639.0
2018-07-06,1662.0
2018-07-09,1695.0
2018-07-10,1705.0
2018-07-11,1672.0
2018-07-12,1681.0
2018-07-13,1666.0
2018-07-16,1670.0
2018-07-17,1654.0
2018-07-18,1651.0
2018-07-19,1672.0
2018-07-20,1683.0
2018-07-23,1686.0
2018-07-24,1693.0
2018-07-25,1680.0
2018-07-26,1643.0
2018-07-27,1645.0
2018-07-30,1652.0
2018-07-31,1637.0
2018-08-01,1639.0
2018-08-02,1633.0
2018-08-03,1642.0
2018-08-06,1652.0
2018-08-07,1648.0
2018-08-08,1630.0
2018-08-09,1641.0
2018-08-10,1638.0
2018-08-13,1624.0
2018-08-14,1620.0
2018-08-15,1592.0
2018-08-16,1596.0
2018-08-17,1560.0
2018-08-20,1566.0
2018-08-21,1561.0
2018-08-22,1548.0
2018-08-23,1531.0
2018-08-24,1541.0
2018-08-28,1536.0
2018-08-29,1546.0
2018-08-30,1522.0
2018-08-31,1501.0
2018-09-03,1489.0
2018-09-04,1475.0
2018-09-05,1501.0
2018-09-06,1492.0
2018-09-07,1491.0
2018-09-10,1477.0
2018-09-11,1478.0
2018-09-12,1516.0
2018-09-13,1500.0
2018-09-14,1489.0
2018-09-17,1479.0
2018-09-18,1492.0
2018-09-19,1487.0
2018-09-20,1508.0
2018-09-21,1489.0
2018-09-24,1513.0
2018-09-25,1504.0
2018-09-26,1508.0
2018-09-27,1512.0
2018-09-28,1541.0
2018-10-01,1552.0
2018-10-02,1591.0
2018-10-03,1586.0
2018-10-04,1615.0
2018-10-05,1662.0
2018-10-08,1700.0
2018-10-09,1704.0
2018-10-10,1698.0
2018-10-11,1699.0
2018-10-12,1725.0
2018-10-15,1752.0
2018-10-16,1755.0
2018-10-17,1776.0
2018-10-18,1775.0
2018-10-19,1739.0
2018-10-22,1721.0
2018-10-23,1719.0
2018-10-24,1717.0
2018-10-25,1707.0
2018-10-26,1730.0
2018-10-29,1687.0
2018-10-30,1676.0
2018-10-31,1675.0
2018-11-01,1712.0
2018-11-02,1729.0
2018-11-05,1688.0
2018-11-06,1669.0
2018-11-07,1687.0
2018-11-08,1684.0
2018-11-09,1685.0
2018-11-12,1654.0
2018-11-13,1656.0
2018-11-14,1663.0
2018-11-15,1667.0
2018-11-16,1646.0
2018-11-19,1632.0
2018-11-20,1625.0
2018-11-21,1615.0
2018-11-22,1610.0
2018-11-23,1611.0
2018-11-26,1637.0
2018-11-27,1647.0
2018-11-28,1630.0
2018-11-29,1625.0
2018-11-30,1599.0
2018-12-03,1590.0
2018-12-04,1581.0
2018-12-05,1580.0
2018-12-06,1563.0
2018-12-07,1554.0
2018-12-10,1548.0
2018-12-11,1527.0
2018-12-12,1522.0
2018-12-13,1504.0
2018-12-14,1470.0
2018-12-17,1478.0
2018-12-18,1487.0
2018-12-19,1507.0
2018-12-20,1524.0
2018-12-21,1491.0
2018-12-24,1515.0
2018-12-26,1515.0
2018-12-27,1508.0
2018-12-28,1528.0
2018-12-31,1525.0
2019-01-02,1530.0
2019-01-03,1556.0
2019-01-04,1545.0
2019-01-07,1542.0
2019-01-08,1556.0
2019-01-09,1535.0
2019-01-10,1536.0
2019-01-11,1543.0
2019-01-14,1528.0
2019-01-15,1527.0
2019-01-16,1539.0
2019-01-17,1535.0
2019-01-18,1544.0
2019-01-21,1538.0
2019-01-22,1516.0
2019-01-23,1523.0
2019-01-24,1548.0
2019-01-25,1534.0
2019-01-28,1533.0
2019-01-29,1558.0
2019-01-30,1548.0
2019-01-31,1572.0
2019-02-01,1571.0
2019-02-04,1578.0
2019-02-05,1557.0
2019-02-06,1573.0
2019-02-07,1566.0
2019-02-08,1550.0
2019-02-11,1528.0
2019-02-12,1535.0
2019-02-13,1534.0
2019-02-14,1537.0
2019-02-15,1555.0
2019-02-18,1555.0
2019-02-19,1538.0
2019-02-20,1544.0
2019-02-21,1533.0
2019-02-22,1539.0
2019-02-25,1550.0
2019-02-26,1538.0
2019-02-27,1548.0
2019-02-28,1537.0
2019-03-01,1534.0
2019-03-04,1521.0
2019-03-05,1527.0
2019-03-06,1532.0
2019-03-07,1505.0
2019-03-08,1530.0
2019-03-11,1532.0
2019-03-12,1525.0
2019-03-13,1518.0
2019-03-14,1490.0
2019-03-15,1485.0
2019-03-18,1485.0
2019-03-19,1508.0
2019-03-20,1495.0
2019-03-21,1503.0
2019-03-22,1494.0
2019-03-25,1499.0
2019-03-26,1512.0
2019-03-27,1503.0
2019-03-28,1492.0
2019-03-29,1471.0
2019-04-01,1437.0
2019-04-02,1429.0
2019-04-03,1472.0
2019-04-04,1465.0
2019-04-05,1437.0
2019-04-08,1442.0
2019-04-09,1442.0
2019-04-10,1452.0
2019-04-11,1421.0
2019-04-12,1418.0
2019-04-15,1438.0
2019-04-16,1431.0
2019-04-17,1412.0
2019-04-18,1416.0
2019-04-23,1399.0
2019-04-24,1391.0
2019-04-25,1390.0
2019-04-26,1410.0
2019-04-29,1403.0
2019-04-30,1407.0
2019-05-01,1376.0
2019-05-02,1364.0
2019-05-03,1345.0
2019-05-07,1295.0
2019-05-08,1290.0
2019-05-09,1345.0
2019-05-10,1364.0
2019-05-13,1346.0
2019-05-14,1392.0
2019-05-15,1375.0
2019-05-16,1335.0
2019-05-17,1301.0
2019-05-20,1334.0
2019-05-21,1364.0
2019-05-22,1361.0
2019-05-23,1369.0
2019-05-24,1368.0
2019-05-28,1392.0
2019-05-29,1430.0
2019-05-30,1474.0
2019-05-31,1498.0
2019-06-03,1500.0
2019-06-04,1504.0
2019-06-05,1437.0
2019-06-06,1455.0
2019-06-07,1455.0
2019-06-10,1441.0
2019-06-11,1415.0
2019-06-12,1429.0
2019-06-13,1414.0
2019-06-14,1392.0
2019-06-17,1386.0
2019-06-18,1372.0
2019-06-19,1372.0
2019-06-20,1419.0
2019-06-21,1414.0
2019-06-24,1422.0
2019-06-25,1455.0
2019-06-26,1434.0
2019-06-27,1430.0
2019-06-28,1451.0
2019-07-01,1474.0
2019-07-02,1444.0
2019-07-03,1455.0
2019-07-04,1474.0
2019-07-05,1444.0
2019-07-08,1426.0
2019-07-09,1436.0
2019-07-10,1430.0
2019-07-11,1427.0
2019-07-12,1424.0
2019-07-15,1434.0
2019-07-16,1401.0
2019-07-17,1423.0
2019-07-18,1427.0
2019-07-19,1419.0
2019-07-22,1393.0
2019-07-23,1369.0
2019-07-24,1360.0
2019-07-25,1358.0
2019-07-26,1373.0
2019-07-29,1397.0
2019-07-30,1382.0
2019-07-31,1367.0
2019-08-01,1335.0
2019-08-02,1337.0
2019-08-05,1323.0
2019-08-06,1334.0
2019-08-07,1328.0
2019-08-08,1338.0
2019-08-09,1321.0
2019-08-12,1296.0
2019-08-13,1332.0
2019-08-14,1338.0
2019-08-15,1354.0
2019-08-16,1333.0
2019-08-19,1319.0
2019-08-20,1324.0
2019-08-21,1328.0
2019-08-22,1327.0
2019-08-23,1314.0
2019-08-27,1339.0
2019-08-28,1351.0
2019-08-29,1325.0
2019-08-30,1334.0
2019-09-02,1329.0
2019-09-03,1304.0
2019-09-04,1310.0
2019-09-05,1272.0
2019-09-06,1295.0
2019-09-09,1304.0
2019-09-10,1327.0
2019-09-11,1338.0
2019-09-12,1331.0
2019-09-13,1318.0
2019-09-16,1328.0
2019-09-17,1313.0
2019-09-18,1319.0
2019-09-19,1300.0
2019-09-20,1304.0
2019-09-23,1316.0
2019-09-24,1317.0
2019-09-25,1331.0
2019-09-26,1332.0
2019-09-27,1341.0
2019-09-30,1340.0
2019-10-01,1330.0
2019-10-02,1322.0
2019-10-03,1331.0
2019-10-04,1312.0
2019-10-07,1276.0
2019-10-08,1282.0
2019-10-09,1280.0
2019-10-10,1277.0
2019-10-11,1263.0
2019-10-14,1276.0
2019-10-15,1264.0
2019-10-16,1240.0
2019-10-17,1227.0
2019-10-18,1251.0
2019-10-21,1244.0
2019-10-22,1248.0
2019-10-23,1241.0
2019-10-24,1237.0
2019-10-25,1250.0
2019-10-28,1277.0
2019-10-29,1276.0
2019-10-30,1291.0
2019-10-31,1322.0
2019-11-01,1322.0
2019-11-04,1306.0
2019-11-05,1339.0
2019-11-06,1352.0
2019-11-07,1378.0
2019-11-08,1384.0
2019-11-11,1375.0
2019-11-12,1371.0
2019-11-13,1411.0
2019-11-14,1421.0
2019-11-15,1398.0
2019-11-18,1372.0
2019-11-19,1340.0
2019-11-20,1386.0
2019-11-21,1402.0
2019-11-22,1402.0
2019-11-25,1418.0
2019-11-26,1391.0
2019-11-27,1402.0
2019-11-28,1398.0
2019-11-29,1406.0
2019-12-02,1410.0
2019-12-03,1412.0
2019-12-04,1370.0
2019-12-05,1401.0
2019-12-06,1412.0
2019-12-09,1401.0
2019-12-10,1453.0
2019-12-11,1427.0
2019-12-12,1447.0
2019-12-13,1417.0
2019-12-16,1450.0
2019-12-17,1416.0
2019-12-18,1409.0
2019-12-19,1367.0
2019-12-20,1374.0
2019-12-23,1335.0
2019-12-24,1350.0
2019-12-27,1387.0
2019-12-30,1375.0
2019-12-31,1382.0
2020-01-02,1380.0
2020-01-03,1372.0
2020-01-06,1352.0
2020-01-07,1364.0
2020-01-08,1354.0
2020-01-09,1338.0
2020-01-10,1345.0
2020-01-13,1312.0
2020-01-14,1320.0
2020-01-15,1327.0
2020-01-16,1314.0
2020-01-17,1319.0
2020-01-20,1305.0
2020-01-21,1335.0
2020-01-22,1337.0
2020-01-23,1367.0
2020-01-24,1319.0
2020-01-27,1328.0
2020-01-28,1337.0
2020-01-29,1317.0
2020-01-30,1315.0
2020-01-31,1342.0
2020-02-03,1302.0
2020-02-04,1290.0
2020-02-05,1284.0
2020-02-06,1297.0
2020-02-07,1290.0
2020-02-10,1285.0
2020-02-11,1299.0
2020-02-12,1287.0
2020-02-13,1301.0
2020-02-14,1314.0
2020-02-17,1314.0
2020-02-18,1293.0
2020-02-19,1290.0
2020-02-20,1279.0
2020-02-21,1296.0
2020-02-24,1273.0
2020-02-25,1282.0
2020-02-26,1295.0
2020-02-27,1289.0
2020-02-28,1283.0
2020-03-02,1291.0
2020-03-03,1331.0
2020-03-04,1307.0
2020-03-05,1274.0
2020-03-06,1245.0
2020-03-09,1247.0
2020-03-10,1279.0
2020-03-11,1271.0
2020-03-12,1249.0
2020-03-13,1241.0
2020-03-16,1221.0
2020-03-17,1212.0
2020-03-18,1227.0
2020-03-19,1216.0
2020-03-20,1244.0
2020-03-23,1244.0
2020-03-24,1257.0
2020-03-25,1259.0
2020-03-26,1278.0
2020-03-27,1244.0
2020-03-30,1237.0
2020-03-31,1222.0
2020-04-01,1204.0
2020-04-02,1234.0
2020-04-03,1220.0
2020-04-06,1221.0
2020-04-07,1233.0
2020-04-08,1230.0
2020-04-09,1219.0
2020-04-14,1192.0
2020-04-15,1206.0
2020-04-16,1205.0
2020-04-17,1188.0
2020-04-20,1177.0
2020-04-21,1139.0
2020-04-22,1121.0
2020-04-23,1150.0
2020-04-24,1144.0
2020-04-27,1150.0
2020-04-28,1180.0
2020-04-29,1186.0
2020-04-30,1194.0
2020-05-01,1205.0
2020-05-04,1197.0
2020-05-05,1200.0
2020-05-06,1201.0
2020-05-07,1186.0
2020-05-11,1198.0
2020-05-12,1180.0
2020-05-13,1147.0
2020-05-14,1168.0
2020-05-15,1178.0
2020-05-18,1182.0
2020-05-19,1184.0
2020-05-20,1186.0
2020-05-21,1189.0
2020-05-22,1207.0
2020-05-26,1242.0
2020-05-27,1232.0
2020-05-28,1199.0
2020-05-29,1189.0
2020-06-01,1178.0
2020-06-02,1198.0
2020-06-03,1218.0
2020-06-04,1210.0
2020-06-05,1245.0
2020-06-08,1263.0
2020-06-09,1247.0
2020-06-10,1253.0
2020-06-11,1227.0
2020-06-12,1212.0
2020-06-15,1194.0
2020-06-16,1177.0
2020-06-17,1182.0
2020-06-18,1164.0
2020-06-19,1175.0
2020-06-22,1188.0
2020-06-23,1185.0
2020-06-24,1176.0
2020-06-25,1154.0
2020-06-26,1153.0
2020-06-29,1178.0
2020-06-30,1187.0
2020-07-01,1204.0
2020-07-02,1202.0
2020-07-03,1199.0
2020-07-06,1175.0
2020-07-07,1191.0
2020-07-08,1192.0
2020-07-09,1197.0
2020-07-10,1197.0
2020-07-13,1224.0
2020-07-14,1215.0
2020-07-15,1226.0
2020-07-16,1243.0
2020-07-17,1293.0
2020-07-20,1278.0
2020-07-21,1317.0
2020-07-22,1357.0
2020-07-23,1350.0
2020-07-24,1358.0
2020-07-27,1346.0
2020-07-28,1350.0
2020-07-29,1358.0
2020-07-30,1356.0
2020-07-31,1361.0
2020-08-03,1350.0
2020-08-04,1386.0
2020-08-05,1362.0
2020-08-06,1353.0
2020-08-07,1363.0
2020-08-10,1357.0
2020-08-11,1337.0
2020-08-12,1342.0
2020-08-13,1382.0
2020-08-14,1384.0
2020-08-17,1378.0
2020-08-18,1396.0
2020-08-19,1384.0
2020-08-20,1385.0
2020-08-21,1406.0
2020-08-24,1404.0
2020-08-25,1421.0
2020-08-26,1427.0
2020-08-27,1405.0
2020-08-28,1429.0
2020-09-01,1463.0
2020-09-02,1440.0
2020-09-03,1436.0
2020-09-04,1444.0
2020-09-07,1427.0
2020-09-08,1411.0
2020-09-09,1416.0
2020-09-10,1423.0
2020-09-11,1433.0
2020-09-14,1387.0
2020-09-15,1391.0
2020-09-16,1392.0
2020-09-17,1387.0
2020-09-18,1356.0
2020-09-21,1347.0
2020-09-22,1341.0
2020-09-23,1349.0
2020-09-24,1352.0
2020-09-25,1376.0
2020-09-28,1346.0
2020-09-29,1330.0
2020-09-30,1331.0
2020-10-01,1315.0
2020-10-02,1311.0
2020-10-05,1293.0
2020-10-06,1279.0
2020-10-07,1266.0
2020-10-08,1271.0
2020-10-09,1280.0
2020-10-12,1255.0
2020-10-13,1250.0
2020-10-14,1276.0
2020-10-15,1286.0
2020-10-16,1297.0
2020-10-19,1305.0
2020-10-20,1289.0
2020-10-21,1279.0
2020-10-22,1307.0
2020-10-23,1305.0
2020-10-26,1313.0
2020-10-27,1351.0
2020-10-28,1347.0
2020-10-29,1337.0
2020-10-30,1351.0
2020-11-02,1342.0
2020-11-03,1327.0
2020-11-04,1313.0
2020-11-05,1339.0
2020-11-06,1350.0
2020-11-09,1347.0
2020-11-10,1366.0
2020-11-11,1393.0
2020-11-12,1413.0
2020-11-13,1410.0
2020-11-16,1440.0
2020-11-17,1416.0
2020-11-18,1402.0
2020-11-19,1391.0
2020-11-20,1386.0
2020-11-23,1378.0
2020-11-24,1353.0
2020-11-25,1376.0
2020-11-26,1411.0
2020-11-27,1413.0
2020-11-30,1405.0
2020-12-01,1388.0
2020-12-02,1364.0
2020-12-03,1371.0
2020-12-04,1355.0
2020-12-07,1350.0
2020-12-08,1345.0
2020-12-09,1334.0
2020-12-10,1351.0
2020-12-11,1357.0
2020-12-14,1376.0
2020-12-15,1372.0
2020-12-16,1378.0
2020-12-17,1387.0
2020-12-18,1380.0
2020-12-21,1383.0
2020-12-22,1379.0
2020-12-23,1378.0
2020-12-24,1383.0
2020-12-29,1383.0
2020-12-30,1376.0
2020-12-31,1386.0
2021-01-04,1372.0
2021-01-05,1365.0
2021-01-06,1356.0
2021-01-07,1336.0
2021-01-08,1318.0
2021-01-11,1315.0
2021-01-12,1302.0
2021-01-13,1332.0
2021-01-14,1332.0
2021-01-15,1353.0
2021-01-18,1343.0
2021-01-19,1348.0
2021-01-20,1340.0
2021-01-21,1323.0
2021-01-22,1310.0
2021-01-25,1309.0
2021-01-26,1325.0
2021-01-27,1326.0
2021-01-28,1313.0
2021-01-29,1319.0
2021-02-01,1336.0
2021-02-02,1318.0
2021-02-03,1343.0
2021-02-04,1359.0
2021-02-05,1359.0
2021-02-08,1356.0
2021-02-09,1365.0
2021-02-10,1374.0
2021-02-11,1362.0
2021-02-12,1367.0
2021-02-15,1356.0
2021-02-16,1363.0
2021-02-17,1372.0
2021-02-18,1380.0
2021-02-19,1369.0
2021-02-22,1416.0
2021-02-23,1460.0
2021-02-24,1463.0
2021-02-25,1476.0
2021-02-26,1473.0
2021-03-01,1465.0
2021-03-02,1450.0
2021-03-03,1426.0
2021-03-04,1406.0
2021-03-05,1381.0
2021-03-08,1361.0
2021-03-09,1400.0
2021-03-10,1410.0
2021-03-11,1419.0
2021-03-12,1403.0
2021-03-15,1388.0
2021-03-16,1406.0
2021-03-17,1412.0
2021-03-18,1386.0
2021-03-19,1380.0
2021-03-22,1398.0
2021-03-23,1377.0
2021-03-24,1366.0
2021-03-25,1365.0
2021-03-26,1416.0
2021-03-29,1397.0
2021-03-30,1373.0
2021-03-31,1366.0
2021-04-01,1350.0
2021-04-06,1357.0
2021-04-07,1349.0
2021-04-08,1369.0
2021-04-09,1363.0
2021-04-12,1365.0
2021-04-13,1369.0
2021-04-14,1391.0
2021-04-15,1389.0
2021-04-16,1380.0
2021-04-19,1385.0
2021-04-20,1398.0
2021-04-21,1410.0
2021-04-22,1408.0
2021-04-23,1416.0
2021-04-26,1440.0
2021-04-27,1461.0
2021-04-28,1468.0
2021-04-29,1452.0
2021-04-30,1456.0
2021-05-04,1474.0
2021-05-05,1538.0
2021-05-06,1547.0
2021-05-07,1539.0
2021-05-10,1518.0
2021-05-11,1532.0
2021-05-12,1514.0
2021-05-13,1495.0
2021-05-14,1460.0
2021-05-17,1459.0
2021-05-18,1515.0
2021-05-19,1502.0
2021-05-20,1490.0
2021-05-21,1478.0
2021-05-24,1478.0
2021-05-25,1512.0
2021-05-26,1526.0
2021-05-27,1538.0
2021-05-28,1605.0
2021-06-01,1615.0
2021-06-02,1627.0
2021-06-03,1616.0
2021-06-04,1638.0
2021-06-07,1651.0
2021-06-08,1621.0
2021-06-09,1608.0
2021-06-10,1611.0
2021-06-11,1619.0
2021-06-14,1596.0
2021-06-15,1600.0
2021-06-16,1629.0
2021-06-17,1598.0
2021-06-18,1616.0
2021-06-21,1617.0
2021-06-22,1597.0
2021-06-23,1623.0
2021-06-24,1650.0
2021-06-25,1679.0
2021-06-28,1711.0
2021-06-29,1675.0
2021-06-30,1705.0
