ngay_ky,gio,mat_hang,gia,chenh_lech
2024-04-11,,E5_RON92,23848,-62
2024-04-11,,FO,17008,-282
2024-04-11,,KO,21594,584
2024-04-11,,RON95,24821,21
2024-04-18,,"DO_0,05S",21440,-170
2024-04-18,,E5_RON92,24220,372
2024-04-18,,FO,17200,192
2024-04-18,,KO,21410,-184
2024-04-18,,RON95,25230,409
2024-04-25,,"DO_0,05S",20710,-730
2024-04-25,,E5_RON92,23910,-310
2024-04-25,,FO,17400,200
2024-04-25,,KO,20680,-730
2024-04-25,,RON95,24910,-320
2024-05-02,,"DO_0,05S",20600,-110
2024-05-02,,E5_RON92,23910,0
2024-05-02,,FO,17660,260
2024-05-02,,KO,20540,-140
2024-05-02,,RON95,24950,40
2024-05-09,,"DO_0,05S",19840,-760
2024-05-09,,E5_RON92,22620,-1290
2024-05-09,,FO,17500,-160
2024-05-09,,KO,19700,-840
2024-05-09,,RON95,23540,-1410
2024-05-16,,"DO_0,05S",19870,30
2024-05-16,,E5_RON92,22110,-510
2024-05-16,,FO,17410,-90
2024-05-16,,KO,19900,200
2024-05-16,,RON95,23130,-410
2024-05-23,,"DO_0,05S",19837,-33
2024-05-23,,E5_RON92,22277,167
2024-05-23,,FO,17513,103
2024-05-23,,KO,19902,2
2024-05-23,,RON95,23213,83
2024-05-30,,"DO_0,05S",19747,-90
2024-05-30,,E5_RON92,21759,-518
2024-05-30,,FO,17538,25
2024-05-30,,KO,19931,29
2024-05-30,,RON95,22519,-694
2024-06-06,,"DO_0,05S",19422,-325
2024-06-06,,E5_RON92,21141,-618
2024-06-06,,FO,17285,-253
2024-06-06,,KO,19557,-374
2024-06-06,,RON95,21977,-542
2024-06-13,,"DO_0,05S",19640,218
2024-06-13,,E5_RON92,21310,169
2024-06-13,,FO,16880,-405
2024-06-13,,KO,19850,293
2024-06-13,,RON95,22230,253
2024-06-20,,"DO_0,05S",20360,720
2024-06-20,,E5_RON92,21500,190
2024-06-20,,FO,17220,340
2024-06-20,,KO,20350,500
2024-06-20,,RON95,22460,230
2024-06-27,,"DO_0,05S",20680,320
2024-06-27,,E5_RON92,22010,510
2024-06-27,,FO,17440,220
2024-06-27,,KO,20610,260
2024-06-27,,RON95,23010,550
2024-07-04,,"DO_0,05S",21170,490
2024-07-04,,E5_RON92,22460,450
2024-07-04,,FO,17530,90
2024-07-04,,KO,21210,600
2024-07-04,,RON95,23550,540
2024-07-11,,"DO_0,05S",20830,-340
2024-07-11,,E5_RON92,22280,-180
2024-07-11,,FO,17780,250
2024-07-11,,KO,21030,-180
2024-07-11,,RON95,23290,-260
2024-07-18,,"DO_0,05S",20500,-330
2024-07-18,,E5_RON92,22170,-110
2024-07-18,,FO,17610,-170
2024-07-18,,KO,20660,-370
2024-07-18,,RON95,23170,-120
2024-07-25,,"DO_0,05S",20190,-310
2024-07-25,,E5_RON92,21900,-270
2024-07-25,,FO,17170,-440
2024-07-25,,KO,20320,-340
2024-07-25,,RON95,22880,-290
2024-08-01,,"DO_0,05S",19870,-320
2024-08-01,,E5_RON92,21610,-290
2024-08-01,,FO,16880,-290
2024-08-01,,KO,20090,-230
2024-08-01,,RON95,22600,-280
2024-08-08,,"DO_0,05S",19140,-730
2024-08-08,,E5_RON92,20710,-900
2024-08-08,,FO,16020,-860
2024-08-08,,KO,19410,-680
2024-08-08,,RON95,21670,-930
2024-08-15,,"DO_0,05S",19230,90
2024-08-15,,E5_RON92,20880,170
2024-08-15,,FO,16240,220
2024-08-15,,KO,19570,160
2024-08-15,,RON95,21850,180
2024-08-22,,"DO_0,05S",18770,-460
2024-08-22,,E5_RON92,20420,-460
2024-08-22,,FO,15750,-490
2024-08-22,,KO,19140,-430
2024-08-22,,RON95,21310,-540
2024-08-29,,"DO_0,05S",18470,-300
2024-08-29,,E5_RON92,20330,-90
2024-08-29,,FO,15560,-190
2024-08-29,,KO,19060,-80
2024-08-29,,RON95,21100,-210
2024-09-05,,"DO_0,05S",18090,-380
2024-09-05,,E5_RON92,19970,-360
2024-09-05,,FO,15150,-410
2024-09-05,,KO,18720,-340
2024-09-05,,RON95,20820,-280
2024-09-12,,"DO_0,05S",17160,-930
2024-09-12,,E5_RON92,18890,-1080
2024-09-12,,FO,14460,-690
2024-09-12,,KO,17790,-930
2024-09-12,,RON95,19630,-1190
2024-09-19,,"DO_0,05S",17040,-120
2024-09-19,,E5_RON92,18940,50
2024-09-19,,FO,14820,360
2024-09-19,,KO,17550,-240
2024-09-19,,RON95,19760,130
2024-09-26,,"DO_0,05S",17500,460
2024-09-26,,E5_RON92,19620,680
2024-09-26,,FO,15350,530
2024-09-26,,KO,17870,320
2024-09-26,,RON95,20510,750
2024-10-03,,"DO_0,05S",17400,-100
2024-10-03,,E5_RON92,18850,-770
2024-10-03,,FO,15000,-350
2024-10-03,,KO,17650,-220
2024-10-03,,RON95,19800,-710
2024-10-10,,"DO_0,05S",18500,1100
2024-10-10,,E5_RON92,19840,990
2024-10-10,,FO,15910,910
2024-10-10,,KO,18790,1140
2024-10-10,,RON95,21060,1260
2024-10-17,,"DO_0,05S",18320,-180
2024-10-17,,E5_RON92,19730,-110
2024-10-17,,FO,16090,180
2024-10-17,,KO,18620,-170
2024-10-17,,RON95,20960,-100
2024-10-24,,"DO_0,05S",18050,-270
2024-10-24,,E5_RON92,19690,-40
2024-10-24,,FO,16220,130
2024-10-24,,KO,18570,-50
2024-10-24,,RON95,20890,-70
2024-10-31,,"DO_0,05S",18140,90
2024-10-31,,E5_RON92,19400,-290
2024-10-31,,FO,16460,240
2024-10-31,,KO,18830,260
2024-10-31,,RON95,20500,-390
2024-11-07,,"DO_0,05S",18910,770
2024-11-07,,E5_RON92,19740,340
2024-11-07,,FO,16390,-70
2024-11-07,,KO,19290,460
2024-11-07,,RON95,20850,350
2024-11-14,,"DO_0,05S",18570,-340
2024-11-14,,E5_RON92,19450,-290
2024-11-14,,FO,16000,-390
2024-11-14,,KO,18980,-310
2024-11-14,,RON95,20600,-250
2024-11-21,,"DO_0,05S",18500,-70
2024-11-21,,E5_RON92,19340,-110
2024-11-21,,FO,16010,10
2024-11-21,,KO,18920,-60
2024-11-21,,RON95,20520,-80
2024-11-28,,"DO_0,05S",18770,270
2024-11-28,,E5_RON92,19840,500
2024-11-28,,FO,16120,110
2024-11-28,,KO,19140,220
2024-11-28,,RON95,20850,330
2024-12-05,,"DO_0,05S",18380,-390
2024-12-05,,E5_RON92,19860,20
2024-12-05,,FO,16120,0
2024-12-05,,KO,18810,-330
2024-12-05,,RON95,20560,-290
2024-12-12,,"DO_0,05S",18250,-130
2024-12-12,,E5_RON92,19860,0
2024-12-12,,FO,15570,-550
2024-12-12,,KO,18560,-250
2024-12-12,,RON95,20590,30
2024-12-19,,"DO_0,05S",18730,480
2024-12-19,,E5_RON92,20240,380
2024-12-19,,FO,15900,330
2024-12-19,,KO,18960,400
2024-12-19,,RON95,21000,410
2024-12-26,,"DO_0,05S",18630,-100
2024-12-26,,E5_RON92,19810,-430
2024-12-26,,KO,18700,-260
2024-12-26,,RON95,20540,-460
2024-12-26,00:00,FO,15970,70
2024-12-26,15:00,"DO_0,05S",18630,-100
2024-12-26,15:00,E5_RON92,19810,-430
2024-12-26,15:00,KO,18700,-260
2024-12-26,15:00,RON95,20540,-460
2025-01-02,,"DO_0,05S",18750,120
2025-01-02,,E5_RON92,20050,240
2025-01-02,,FO,16090,120
2025-01-02,,KO,18830,130
2025-01-02,,RON95,20740,200
2025-01-09,,"DO_0,05S",19240,490
2025-01-09,,E5_RON92,20430,380
2025-01-09,,FO,16180,90
2025-01-09,,KO,19240,410
2025-01-09,,RON95,21010,270
2025-01-16,,FO,17180,1000
2025-01-16,,RON95,24150,95
2025-01-16,15:00,"DO_0,05S",19780,540
2025-01-16,15:00,E5_RON92,20570,140
2025-01-16,15:00,KO,19700,460
2025-01-16,15:00,RON95,21220,210
2025-01-16,16:00,FO,17180,1000
2025-01-23,,"DO_0,05S",20190,410
2025-01-23,,E5_RON92,20590,20
2025-01-23,,FO,17750,570
2025-01-23,,KO,20110,410
2025-01-23,,RON95,21140,-80
2025-02-01,,"DO_0,05S",19240,-950
2025-02-01,,E5_RON92,20390,-200
2025-02-01,,FO,17500,-250
2025-02-01,,KO,19430,-680
2025-02-01,,RON95,21000,-140
2025-02-06,,"DO_0,05S",19050,-190
2025-02-06,,E5_RON92,20440,50
2025-02-06,,FO,17350,-150
2025-02-06,,KO,19410,-20
2025-02-06,,RON95,20920,-80
2025-02-13,,"DO_0,05S",19070,20
2025-02-13,,E5_RON92,20590,150
2025-02-13,,FO,17770,420
2025-02-13,,KO,19470,60
2025-02-13,,RON95,21070,150
2025-02-20,,"DO_0,05S",19060,-10
2025-02-20,,E5_RON92,20850,260
2025-02-20,,FO,17590,-180
2025-02-20,,KO,19510,40
2025-02-20,,RON95,21330,260
2025-02-27,,"DO_0,05S",18950,-110
2025-02-27,,E5_RON92,20650,-200
2025-02-27,,FO,17610,20
2025-02-27,,KO,19330,-180
2025-02-27,,RON95,21110,-220
2025-03-06,,"DO_0,05S",18330,-620
2025-03-06,,E5_RON92,19960,-690
2025-03-06,,FO,17150,-460
2025-03-06,,KO,18570,-760
2025-03-06,,RON95,20400,-710
2025-03-13,,"DO_0,05S",17890,-440
2025-03-13,,E5_RON92,19280,-680
2025-03-13,,FO,16990,-160
2025-03-13,,KO,18090,-480
2025-03-13,,RON95,19640,-760
2025-03-20,,"DO_0,05S",17890,0
2025-03-20,,E5_RON92,19690,410
2025-03-20,,FO,16950,-40
2025-03-20,,KO,18110,20
2025-03-20,,RON95,20080,440
2025-03-27,,"DO_0,05S",18210,320
2025-03-27,,E5_RON92,20030,340
2025-03-27,,FO,16900,-50
2025-03-27,,KO,18520,410
2025-03-27,,RON95,20420,340
2025-04-03,,"DO_0,05S",18470,260
2025-04-03,,E5_RON92,20370,340
2025-04-03,,FO,17020,120
2025-04-03,,KO,18730,210
2025-04-03,,RON95,20910,490
2025-04-10,,"DO_0,05S",17240,-1230
2025-04-10,,E5_RON92,18880,-1490
2025-04-10,,FO,15900,-1120
2025-04-10,,KO,17410,-1320
2025-04-10,,RON95,19200,-1710
2025-04-17,,E5_RON92,18490,-390
2025-04-17,,RON95,24150,95
2025-04-17,15:00,"DO_0,05S",17030,-210
2025-04-17,15:00,FO,15960,60
2025-04-17,15:00,KO,17180,-230
2025-04-17,15:00,RON95,18850,-350
2025-04-17,17:00,E5_RON92,18490,-390
2025-04-24,,"DO_0,05S",17520,490
2025-04-24,,E5_RON92,19230,740
2025-04-24,,FO,16520,560
2025-04-24,,KO,17710,530
2025-04-24,,RON95,19630,780
2025-05-05,,"DO_0,05S",17350,-170
2025-05-05,,E5_RON92,19150,-80
2025-05-05,,FO,16190,-330
2025-05-05,,KO,17560,-150
2025-05-05,,RON95,19580,-50
2025-05-08,,"DO_0,05S",16800,-550
2025-05-08,,E5_RON92,18770,-380
2025-05-08,,FO,15530,-660
2025-05-08,,KO,16940,-620
2025-05-08,,RON95,19170,-410
2025-05-15,,"DO_0,05S",17220,420
2025-05-15,,E5_RON92,19180,410
2025-05-15,,FO,16160,630
2025-05-15,,KO,17220,280
2025-05-15,,RON95,19590,420
2025-05-22,,"DO_0,05S",17400,180
2025-05-22,,E5_RON92,19120,-60
2025-05-22,,FO,16510,350
2025-05-22,,KO,17310,90
2025-05-22,,RON95,19530,-60
2025-05-29,,"DO_0,05S",17130,-270
2025-05-29,,E5_RON92,19190,70
2025-05-29,,FO,16260,-250
2025-05-29,,KO,17100,-210
2025-05-29,,RON95,19560,30
2025-06-05,,"DO_0,05S",17420,290
2025-06-05,,E5_RON92,19260,70
2025-06-05,,FO,16170,-90
2025-06-05,,KO,17280,180
2025-06-05,,RON95,19690,130
2025-06-12,,"DO_0,05S",17700,280
2025-06-12,,E5_RON92,19460,200
2025-06-12,,FO,16460,290
2025-06-12,,KO,17510,230
2025-06-12,,RON95,19960,270
2025-06-19,,"DO_0,05S",19150,1450
2025-06-19,,E5_RON92,20630,1170
2025-06-19,,FO,17640,1180
2025-06-19,,KO,18920,1410
2025-06-19,,RON95,21240,1280
2025-06-26,,"DO_0,05S",19340,190
2025-06-26,,E5_RON92,20530,-100
2025-06-26,,FO,16950,-690
2025-06-26,,KO,19060,140
2025-06-26,,RON95,21110,-130
2025-07-03,,"DO_0,05S",18400,-940
2025-07-03,,E5_RON92,19440,-1090
2025-07-03,,FO,15800,-1150
2025-07-03,,KO,18130,-930
2025-07-03,,RON95,19900,-1210
2025-07-10,,"DO_0,05S",18830,430
2025-07-10,,E5_RON92,19650,210
2025-07-10,,FO,15560,-240
2025-07-10,,KO,18370,240
2025-07-10,,RON95,20090,190
2025-07-17,,"DO_0,05S",18790,-40
2025-07-17,,E5_RON92,19480,-170
2025-07-17,,FO,15470,-90
2025-07-17,,KO,18420,50
2025-07-17,,RON95,19920,-170
2025-07-24,,"DO_0,05S",19120,330
2025-07-24,,E5_RON92,19270,-210
2025-07-24,,FO,15370,-100
2025-07-24,,KO,18620,200
2025-07-24,,RON95,19700,-220
2025-07-31,,KO,18710,90
2025-07-31,,RON95,24150,95
2025-07-31,00:00,"DO_0,05S",19060,-60
2025-07-31,00:00,FO,15530,160
2025-07-31,15:00,E5_RON92,19400,130
2025-07-31,15:00,RON95,19840,140
2025-07-31,16:00,KO,18710,90
2025-08-07,,"DO_0,05S",18800,-260
2025-08-07,,E5_RON92,19600,200
2025-08-07,,FO,15640,110
2025-08-07,,KO,18660,-50
2025-08-07,,RON95,20070,230
2025-08-14,,"DO_0,05S",18070,-730
2025-08-14,,E5_RON92,19350,-250
2025-08-14,,FO,15260,-380
2025-08-14,,KO,18020,-640
2025-08-14,,RON95,19880,-190
2025-08-21,,"DO_0,05S",17900,-170
2025-08-21,,E5_RON92,19460,110
2025-08-21,,FO,15110,-150
2025-08-21,,KO,17810,-210
2025-08-21,,RON95,20090,210
2025-08-28,,"DO_0,05S",18350,450
2025-08-28,,E5_RON92,19770,310
2025-08-28,,FO,15260,150
2025-08-28,,KO,18220,410
2025-08-28,,RON95,20360,270
2025-09-04,,"DO_0,05S",18470,120
2025-09-04,,E5_RON92,19850,80
2025-09-04,,FO,15370,110
2025-09-04,,KO,18310,90
2025-09-04,,RON95,20430,70
2025-09-11,,"DO_0,05S",18640,170
2025-09-11,,E5_RON92,19750,-100
2025-09-11,,FO,15090,-280
2025-09-11,,KO,18360,50
2025-09-11,,RON95,20400,-30
2025-09-18,,"DO_0,05S",18700,60
2025-09-18,,E5_RON92,19980,230
2025-09-18,,FO,15130,40
2025-09-18,,KO,18540,180
2025-09-18,,RON95,20600,200
2025-09-25,,"DO_0,05S",18650,-50
2025-09-25,,E5_RON92,19610,-370
2025-09-25,,FO,15200,70
2025-09-25,,KO,18620,80
2025-09-25,,RON95,20160,-440
2025-10-02,,"DO_0,05S",19030,380
2025-10-02,,E5_RON92,19620,10
2025-10-02,,FO,15370,170
2025-10-02,,KO,19000,380
2025-10-02,,RON95,20200,40
2025-10-09,,"DO_0,05S",18600,-430
2025-10-09,,E5_RON92,19130,-490
2025-10-09,,FO,14800,-570
2025-10-09,,KO,18430,-570
2025-10-09,,RON95,19720,-480
2025-10-16,,"DO_0,05S",18420,-180
2025-10-16,,E5_RON92,19220,90
2025-10-16,,FO,14370,-430
2025-10-16,,KO,18400,-30
2025-10-16,,RON95,19900,180
2025-10-23,,"DO_0,05S",17880,-540
2025-10-23,,E5_RON92,19050,-170
2025-10-23,,FO,14090,-280
2025-10-23,,KO,18110,-290
2025-10-23,,RON95,19720,-180
2025-10-30,,"DO_0,05S",19200,1320
2025-10-30,,E5_RON92,19760,710
2025-10-30,,FO,14630,540
2025-10-30,,KO,19270,1160
2025-10-30,,RON95,20480,760
2025-11-06,,"DO_0,05S",19320,120
2025-11-06,,E5_RON92,19680,-80
2025-11-06,,FO,14320,-310
2025-11-06,,KO,19390,120
2025-11-06,,RON95,20410,-70
2025-11-13,,"DO_0,05S",19860,540
2025-11-13,,E5_RON92,19840,160
2025-11-13,,FO,14070,-250
2025-11-13,,KO,19930,540
2025-11-13,,RON95,20570,160
2025-11-20,,"DO_0,05S",19820,-40
2025-11-20,,E5_RON92,19800,-40
2025-11-20,,FO,13730,-340
2025-11-20,,KO,20280,350
2025-11-20,,RON95,20540,-30
2025-11-27,,"DO_0,05S",18800,-1020
2025-11-27,,E5_RON92,19280,-520
2025-11-27,,FO,13480,-250
2025-11-27,,KO,19470,-810
2025-11-27,,RON95,20000,-540
2025-12-04,,"DO_0,05S",18380,-420
2025-12-04,,E5_RON92,19820,540
2025-12-04,,FO,13430,-50
2025-12-04,,KO,18890,-580
2025-12-04,,RON95,20460,460
2025-12-11,,"DO_0,05S",18150,-230
2025-12-11,,E5_RON92,19610,-210
2025-12-11,,FO,13390,-40
2025-12-11,,KO,18640,-250
2025-12-11,,RON95,20080,-380
2025-12-18,,"DO_0,05S",17470,-680
2025-12-18,,E5_RON92,19230,-380
2025-12-18,,FO,13160,-230
2025-12-18,,KO,17930,-710
2025-12-18,,RON95,19620,-460
2025-12-25,,"DO_0,05S",17250,-220
2025-12-25,,E5_RON92,18710,-520
2025-12-25,,FO,13380,220
2025-12-25,,KO,17700,-230
2025-12-25,,RON95,19000,-620
2025-12-31,,"DO_0,05S",17250,0
2025-12-31,,E5_RON92,18430,-280
2025-12-31,,FO,13340,-40
2025-12-31,,KO,17690,-10
2025-12-31,,RON95,18910,-90
2026-01-08,,"DO_0,05S",17060,-190
2026-01-08,,E5_RON92,18230,-200
2026-01-08,,FO,13400,60
2026-01-08,,KO,17550,-140
2026-01-08,,RON95,18560,-350
2026-01-15,,"DO_0,05S",17280,220
2026-01-15,,E5_RON92,18370,140
2026-01-15,,FO,13400,0
2026-01-15,,KO,17690,140
2026-01-15,,RON95,18710,150
2026-01-22,,KO,17950,260
2026-01-22,,RON95,24150,95
2026-01-22,15:00,"DO_0,05S",17700,420
2026-01-22,15:00,E5_RON92,18280,-90
2026-01-22,15:00,FO,13870,470
2026-01-22,15:00,RON95,18630,-80
2026-01-22,22:00,KO,17950,260
2026-01-29,,"DO_0,05S",18170,470
2026-01-29,,E5_RON92,18330,50
2026-01-29,,FO,14630,760
2026-01-29,,KO,18170,220
2026-01-29,,RON95,18840,210
2026-02-05,,"DO_0,05S",18450,280
2026-02-05,,E5_RON92,18430,100
2026-02-05,,FO,15150,520
2026-02-05,,KO,18390,220
2026-02-05,,RON95,18880,40
2026-02-12,,"DO_0,05S",18460,10
2026-02-12,,E5_RON92,18830,400
2026-02-12,,FO,15560,410
2026-02-12,,KO,18510,120
2026-02-12,,RON95,19290,410
2026-02-20,,"DO_0,05S",18520,60
2026-02-20,,E5_RON92,18630,-200
2026-02-20,,FO,15860,300
2026-02-20,,KO,18610,100
2026-02-20,,RON95,19150,-140
2026-02-26,,"DO_0,05S",19270,750
2026-02-26,,E5_RON92,19520,890
2026-02-26,,FO,15680,-180
2026-02-26,,KO,19460,850
2026-02-26,,RON95,20150,1000
2026-03-05,,"DO_0,05S",23030,3760
2026-03-05,,E5_RON92,21440,1920
2026-03-05,,FO,17490,1810
2026-03-05,,KO,26600,7140
2026-03-05,,RON95,22340,2190
2026-03-07,,"DO_0,05S",30230,7200
2026-03-07,,E5_RON92,25220,3780
2026-03-07,,FO,21320,3830
2026-03-07,,KO,35090,8490
2026-03-07,,RON95,27040,4700
2026-03-11,,"DO_0,05S",26470,-4240
2026-03-11,,E5_RON92,22951,-3619
2026-03-11,,FO,19001,-5699
2026-03-11,,KO,24419,-7961
2026-03-11,,RON95,25240,-3880
2026-03-11,00:00,"DO_0,05S",30710,480
2026-03-11,00:00,E5_RON92,26570,1350
2026-03-11,00:00,FO,24700,3380
2026-03-11,00:00,KO,32380,-2710
2026-03-11,00:00,RON95,29120,2080
2026-03-11,22:00,"DO_0,05S",26470,-4240
2026-03-11,22:00,E5_RON92,22951,-3619
2026-03-11,22:00,FO,19001,-5699
2026-03-11,22:00,KO,24419,-7961
2026-03-11,22:00,RON95,25240,-3880
2026-03-12,,"DO_0,05S",27020,550
2026-03-12,,E5_RON92,22500,-451
2026-03-12,,FO,18660,-341
2026-03-12,,KO,26930,2511
2026-03-12,,RON95,25570,330
2026-03-19,,"DO_0,05S",33420,6400
2026-03-19,,E5_RON92,27170,4670
2026-03-19,,FO,22180,3520
2026-03-19,,KO,35920,8990
2026-03-19,,RON95,30690,5120
2026-03-24,,"DO_0,05S",39660,6240
2026-03-24,,E5_RON92,30110,2940
2026-03-24,,FO,22600,420
2026-03-24,,KO,40450,4530
2026-03-24,,RON95,33840,3150
2026-03-25,,"DO_0,05S",37890,-1770
2026-03-25,,E5_RON92,28070,-2040
2026-03-25,,FO,20240,-2360
2026-03-25,,KO,36350,-4100
2026-03-25,,RON95,29950,-3890
2026-03-27,,"DO_0,05S",35440,-2450
2026-03-27,,E5_RON92,23320,-4750
2026-03-27,,FO,21740,1500
2026-03-27,,KO,35380,-970
2026-03-27,,RON95,24330,-5620
2026-04-02,,"DO_0,05S",40820,5380
2026-04-02,,E5_RON92,23860,540
2026-04-02,,FO,23330,1590
2026-04-02,,KO,35380,0
2026-04-02,,RON95,25150,820
2026-04-03,,"DO_0,05S",44780,3960
2026-04-03,,E5_RON92,25420,1560
2026-04-03,,FO,24590,1260
2026-04-03,,RON95,26970,1820
2026-04-08,,"DO_0,05S",42840,-1940
2026-04-08,,E5_RON92,24730,-690
2026-04-08,,FO,24270,-320
2026-04-08,,RON95,26530,-440
2026-04-09,,"DO_0,05S",32960,-9880
2026-04-09,,E5_RON92,22340,-2390
2026-04-09,,FO,22610,-1660
2026-04-09,,RON95,23540,-2990
2026-04-16,,"DO_0,05S",31040,-1920
2026-04-16,,E5_RON92,22590,250
2026-04-16,,FO,20330,-2280
2026-04-16,,RON95,23760,220
2026-04-21,,"DO_0,05S",27850,-3190
2026-04-21,,E5_RON92,21930,-660
2026-04-21,,FO,19630,-700
2026-04-21,,RON95,23040,-720
2026-04-23,,"DO_0,05S",26690,-1160
2026-04-23,,E5_RON92,21830,-100
2026-04-23,,FO,18810,-820
2026-04-23,,RON95,22880,-160
2026-04-29,,"DO_0,05S",28170,1480
2026-04-29,,E5_RON92,22620,790
2026-04-29,,RON95,23750,870
2026-05-07,,"DO_0,05S",27490,-680
2026-05-07,,E5_RON92,23790,1170
2026-05-07,,RON95,24350,600
2026-05-14,,"DO_0,05S",27220,-270
2026-05-14,,E5_RON92,23130,-660
2026-05-14,,RON95,24070,-280
2026-05-21,,"DO_0,05S",28760,1540
2026-05-21,,E5_RON92,24340,1210
2026-05-21,,RON95,25540,1470
2026-05-28,,"DO_0,05S",27650,-1110
2026-05-28,,E5_RON92,23250,-1090
2026-05-28,,RON95,24150,-1390
