ngay,gia,chenh_lech,pct_change
2020-04-22,10820.0,,0.0
2020-04-23,10820.0,,0.0
2020-04-24,10820.0,,0.0
2020-04-25,10820.0,,0.0
2020-04-26,10820.0,,0.0
2020-04-27,10820.0,,0.0
2020-04-28,9940.0,-880.0,-0.08133086876155271
2020-04-29,9940.0,,0.0
2020-04-30,9940.0,,0.0
2020-05-01,9940.0,,0.0
2020-05-02,9940.0,,0.0
2020-05-03,9940.0,,0.0
2020-05-04,9940.0,,0.0
2020-05-05,9940.0,,0.0
2020-05-06,9940.0,,0.0
2020-05-07,9940.0,,0.0
2020-05-08,9940.0,,0.0
2020-05-09,9940.0,,0.0
2020-05-10,9940.0,,0.0
2020-05-11,9940.0,,0.0
2020-05-12,9940.0,,0.0
2020-05-13,9850.0,-90.0,-0.00905432595573441
2020-05-14,9850.0,,0.0
2020-05-15,9850.0,,0.0
2020-05-16,9850.0,,0.0
2020-05-17,9850.0,,0.0
2020-05-18,9850.0,,0.0
2020-05-19,9850.0,,0.0
2020-05-20,9850.0,,0.0
2020-05-21,9850.0,,0.0
2020-05-22,9850.0,,0.0
2020-05-23,9850.0,,0.0
2020-05-24,9850.0,,0.0
2020-05-25,9850.0,,0.0
2020-05-26,9850.0,,0.0
2020-05-27,9850.0,,0.0
2020-05-28,10740.0,890.0,0.09035532994923856
2020-05-29,10740.0,,0.0
2020-05-30,10740.0,,0.0
2020-05-31,10740.0,,0.0
2020-06-01,10740.0,,0.0
2020-06-02,10740.0,,0.0
2020-06-03,10740.0,,0.0
2020-06-04,10740.0,,0.0
2020-06-05,10740.0,,0.0
2020-06-06,10740.0,,0.0
2020-06-07,10740.0,,0.0
2020-06-08,10740.0,,0.0
2020-06-09,10740.0,,0.0
2020-06-10,10740.0,,0.0
2020-06-11,10740.0,,0.0
2020-06-12,11510.0,770.0,0.07169459962756042
2020-06-13,11510.0,,0.0
2020-06-14,11510.0,,0.0
2020-06-15,11510.0,,0.0
2020-06-16,11510.0,,0.0
2020-06-17,11510.0,,0.0
2020-06-18,11510.0,,0.0
2020-06-19,11510.0,,0.0
2020-06-20,11510.0,,0.0
2020-06-21,11510.0,,0.0
2020-06-22,11510.0,,0.0
2020-06-23,11510.0,,0.0
2020-06-24,11510.0,,0.0
2020-06-25,11510.0,,0.0
2020-06-26,11510.0,,0.0
2020-06-27,12110.0,600.0,0.052128583840139076
2020-06-28,12110.0,,0.0
2020-06-29,12110.0,,0.0
2020-06-30,12110.0,,0.0
2020-07-01,12110.0,,0.0
2020-07-02,12110.0,,0.0
2020-07-03,12110.0,,0.0
2020-07-04,12110.0,,0.0
2020-07-05,12110.0,,0.0
2020-07-06,12110.0,,0.0
2020-07-07,12110.0,,0.0
2020-07-08,12110.0,,0.0
2020-07-09,12110.0,,0.0
2020-07-10,12110.0,,0.0
2020-07-11,12110.0,,0.0
2020-07-12,12110.0,,0.0
2020-07-13,12110.0,0.0,0.0
2020-07-14,12110.0,,0.0
2020-07-15,12110.0,,0.0
2020-07-16,12110.0,,0.0
2020-07-17,12110.0,,0.0
2020-07-18,12110.0,,0.0
2020-07-19,12110.0,,0.0
2020-07-20,12110.0,,0.0
2020-07-21,12110.0,,0.0
2020-07-22,12110.0,,0.0
2020-07-23,12110.0,,0.0
2020-07-24,12110.0,,0.0
2020-07-25,12110.0,,0.0
2020-07-26,12110.0,,0.0
2020-07-27,12110.0,,0.0
2020-07-28,12390.0,280.0,0.023121387283236983
2020-07-29,12390.0,,0.0
2020-07-30,12390.0,,0.0
2020-07-31,12390.0,,0.0
2020-08-01,12390.0,,0.0
2020-08-02,12390.0,,0.0
2020-08-03,12390.0,,0.0
2020-08-04,12390.0,,0.0
2020-08-05,12390.0,,0.0
2020-08-06,12390.0,,0.0
2020-08-07,12390.0,,0.0
2020-08-08,12390.0,,0.0
2020-08-09,12390.0,,0.0
2020-08-10,12390.0,,0.0
