ngay_ky,mat_hang,don_vi,vung1,vung2
2018-08-22,Xăng sinh học E5 RON 92-II,Đồng/lít,19610,20000
2018-08-22,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,17780,18130
2018-08-22,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,17680,18030
2018-09-06,Brent,$97.97,197,205
2018-09-06,Dầu hỏa,Đồng/lít,16550,16880
2018-09-06,"Mazút No2B (3,0S)",Đồng/kg,15060,15360
2018-09-06,"Mazút No2B (3,5S)",Đồng/kg,14910,14910
2018-09-06,Mazút No3 (380),Đồng/kg,14810,15100
2018-09-06,WTI,$95.91,215,229
2018-09-06,"Xăng RON 95-II,III",Đồng/lít,21470,21890
2018-09-06,Xăng RON 95-IV,Đồng/lít,21620,22050
2018-09-06,Xăng sinh học E5 RON 92-II,Đồng/lít,19910,20300
2018-09-06,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,18160,18520
2018-09-06,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,18060,18420
2018-09-21,Dầu hỏa,Đồng/lít,16680,17010
2018-09-21,"Mazút No2B (3,0S)",Đồng/kg,15090,15390
2018-09-21,"Mazút No2B (3,5S)",Đồng/kg,14940,14940
2018-09-21,Mazút No3 (380),Đồng/kg,14840,15130
2018-09-21,"Xăng RON 95-II,III",Đồng/lít,21770,22200
2018-09-21,Xăng RON 95-IV,Đồng/lít,21920,22350
2018-09-21,Xăng sinh học E5 RON 92-II,Đồng/lít,20230,20630
2018-09-21,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,18220,18580
2018-09-21,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,18120,18480
2018-10-06,Brent,$97.97,197,205
2018-10-06,Dầu hỏa,Đồng/lít,17080,17420
2018-10-06,"Mazút No2B (3,0S)",Đồng/kg,15840,16150
2018-10-06,"Mazút No2B (3,5S)",Đồng/kg,15690,15690
2018-10-06,Mazút No3 (380),Đồng/kg,15590,15900
2018-10-06,WTI,$95.91,215,229
2018-10-06,"Xăng RON 95-II,III",Đồng/lít,22340,22780
2018-10-06,Xăng RON 95-IV,Đồng/lít,22490,22930
2018-10-06,Xăng sinh học E5 RON 92-II,Đồng/lít,20900,21310
2018-10-06,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,18710,19080
2018-10-06,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,18610,18980
2018-10-22,Dầu hỏa,Đồng/lít,17080,17420
2018-10-22,"Mazút No2B (3,0S)",Đồng/kg,15840,16150
2018-10-22,"Mazút No2B (3,5S)",Đồng/kg,15690,15690
2018-10-22,Mazút No3 (380),Đồng/kg,15590,15900
2018-10-22,"Xăng RON 95-II,III",Đồng/lít,22200,22640
2018-10-22,Xăng RON 95-IV,Đồng/lít,22350,22790
2018-10-22,Xăng sinh học E5 RON 92-II,Đồng/lít,20680,21090
2018-10-22,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,18710,19080
2018-10-22,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,18610,18980
2018-11-06,Brent,$97.97,197,205
2018-11-06,Dầu hỏa,Đồng/lít,17080,17420
2018-11-06,"Mazút No2B (3,0S)",Đồng/kg,15840,16150
2018-11-06,"Mazút No2B (3,5S)",Đồng/kg,15690,15690
2018-11-06,Mazút No3 (380),Đồng/kg,15590,15900
2018-11-06,WTI,$95.91,215,229
2018-11-06,"Xăng RON 95-II,III",Đồng/lít,21060,21480
2018-11-06,Xăng RON 95-IV,Đồng/lít,21210,21630
2018-11-06,Xăng sinh học E5 RON 92-II,Đồng/lít,19600,19990
2018-11-06,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,18640,19010
2018-11-06,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,18540,18910
2018-11-21,Dầu hỏa,Đồng/lít,16240,16560
2018-11-21,"Mazút No2B (3,0S)",Đồng/kg,15330,15630
2018-11-21,"Mazút No2B (3,5S)",Đồng/kg,15180,15180
2018-11-21,Mazút No3 (380),Đồng/kg,15080,15380
2018-11-21,"Xăng RON 95-II,III",Đồng/lít,19970,20360
2018-11-21,Xăng RON 95-IV,Đồng/lít,20120,20520
2018-11-21,Xăng sinh học E5 RON 92-II,Đồng/lít,18620,18990
2018-11-21,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,17780,18130
2018-11-21,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,17630,17980
2018-12-06,Brent,$97.97,197,205
2018-12-06,Dầu hỏa,Đồng/lít,15250,15550
2018-12-06,"Mazút No2B (3,0S)",Đồng/kg,14550,14840
2018-12-06,"Mazút No2B (3,5S)",Đồng/kg,14400,14400
2018-12-06,Mazút No3 (380),Đồng/kg,14300,14580
2018-12-06,WTI,$95.91,215,229
2018-12-06,"Xăng RON 95-II,III",Đồng/lít,18450,18810
2018-12-06,Xăng RON 95-IV,Đồng/lít,18600,18970
2018-12-06,Xăng sinh học E5 RON 92-II,Đồng/lít,17180,17520
2018-12-06,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16400,16720
2018-12-06,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16250,16570
2018-12-21,Dầu hỏa,Đồng/lít,15000,15300
2018-12-21,"Mazút No2B (3,0S)",Đồng/kg,14150,14430
2018-12-21,"Mazút No2B (3,5S)",Đồng/kg,14000,14000
2018-12-21,Mazút No3 (380),Đồng/kg,13900,14170
2018-12-21,"Xăng RON 95-II,III",Đồng/lít,18140,18500
2018-12-21,Xăng RON 95-IV,Đồng/lít,18290,18650
2018-12-21,Xăng sinh học E5 RON 92-II,Đồng/lít,16780,17110
2018-12-21,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16150,16470
2018-12-21,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16000,16320
2019-01-01,Brent,$97.97,197,205
2019-01-01,Dầu hỏa,Đồng/lít,14180,14460
2019-01-01,"Mazút No2B (3,0S)",Đồng/kg,13420,13680
2019-01-01,"Mazút No2B (3,5S)",Đồng/kg,13270,13270
2019-01-01,Mazút No3 (380),Đồng/kg,13170,13430
2019-01-01,WTI,$95.91,215,229
2019-01-01,"Xăng RON 95-II,III",Đồng/lít,17600,17950
2019-01-01,Xăng RON 95-IV,Đồng/lít,17750,18100
2019-01-01,Xăng sinh học E5 RON 92-II,Đồng/lít,16270,16590
2019-01-01,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,15050,15350
2019-01-01,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,14900,15190
2019-01-16,Dầu hỏa,Đồng/lít,14180,14460
2019-01-16,"Mazút No2B (3,0S)",Đồng/kg,13420,13680
2019-01-16,"Mazút No2B (3,5S)",Đồng/kg,13270,13270
2019-01-16,Mazút No3 (380),Đồng/kg,13170,13430
2019-01-16,"Xăng RON 95-II,III",Đồng/lít,17600,17950
2019-01-16,Xăng RON 95-IV,Đồng/lít,17750,18100
2019-01-16,Xăng sinh học E5 RON 92-II,Đồng/lít,16270,16590
2019-01-16,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,15050,15350
2019-01-16,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,14900,15190
2019-01-31,Dầu hỏa,Đồng/lít,14180,14460
2019-01-31,"Mazút No2B (3,0S)",Đồng/kg,13420,13680
2019-01-31,"Mazút No2B (3,5S)",Đồng/kg,13270,13270
2019-01-31,Mazút No3 (380),Đồng/kg,13170,13430
2019-01-31,"Xăng RON 95-II,III",Đồng/lít,17600,17950
2019-01-31,Xăng RON 95-IV,Đồng/lít,17750,18100
2019-01-31,Xăng sinh học E5 RON 92-II,Đồng/lít,16270,16590
2019-01-31,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,15100,15400
2019-01-31,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,14900,15190
2019-02-15,Brent,$97.97,197,205
2019-02-15,Dầu hỏa,Đồng/lít,14180,14460
2019-02-15,"Mazút No2B (3,0S)",Đồng/kg,13420,13680
2019-02-15,"Mazút No2B (3,5S)",Đồng/kg,13270,13270
2019-02-15,Mazút No3 (380),Đồng/kg,13170,13430
2019-02-15,WTI,$95.91,215,229
2019-02-15,"Xăng RON 95-II,III",Đồng/lít,17600,17950
2019-02-15,Xăng RON 95-IV,Đồng/lít,17750,18100
2019-02-15,Xăng sinh học E5 RON 92-II,Đồng/lít,16270,16590
2019-02-15,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,15100,15400
2019-02-15,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,14900,15190
2019-03-02,Brent,$97.97,197,205
2019-03-02,Dầu hỏa,Đồng/lít,14880,15170
2019-03-02,"Mazút No2B (3,0S)",Đồng/kg,14230,14510
2019-03-02,"Mazút No2B (3,5S)",Đồng/kg,14080,14080
2019-03-02,Mazút No3 (380),Đồng/kg,13980,14250
2019-03-02,WTI,$95.91,215,229
2019-03-02,"Xăng RON 95-II,III",Đồng/lít,18540,18910
2019-03-02,Xăng RON 95-IV,Đồng/lít,18690,19060
2019-03-02,Xăng sinh học E5 RON 92-II,Đồng/lít,17210,17550
2019-03-02,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16060,16380
2019-03-02,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,15860,16170
2019-03-18,Dầu hỏa,Đồng/lít,14880,15170
2019-03-18,"Mazút No2B (3,0S)",Đồng/kg,14230,14510
2019-03-18,"Mazút No2B (3,5S)",Đồng/kg,14080,14080
2019-03-18,Mazút No3 (380),Đồng/kg,13980,14250
2019-03-18,"Xăng RON 95-II,III",Đồng/lít,18540,18910
2019-03-18,Xăng RON 95-IV,Đồng/lít,18690,19060
2019-03-18,Xăng sinh học E5 RON 92-II,Đồng/lít,17210,17550
2019-03-18,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16060,16380
2019-03-18,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,15860,16170
2019-04-02,Brent,$97.97,197,205
2019-04-02,Dầu hỏa,Đồng/lít,15970,16280
2019-04-02,"Mazút No2B (3,0S)",Đồng/kg,15360,15660
2019-04-02,"Mazút No2B (3,5S)",Đồng/kg,15210,15210
2019-04-02,Mazút No3 (380),Đồng/kg,15110,15410
2019-04-02,WTI,$95.91,215,229
2019-04-02,"Xăng RON 95-II,III",Đồng/lít,20030,20430
2019-04-02,Xăng RON 95-IV,Đồng/lít,20180,20580
2019-04-02,Xăng sinh học E5 RON 92-II,Đồng/lít,18580,18950
2019-04-02,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,17380,17720
2019-04-02,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,17080,17420
2019-04-17,Dầu hỏa,Đồng/lít,16260,16580
2019-04-17,"Mazút No2B (3,0S)",Đồng/kg,15760,16070
2019-04-17,"Mazút No2B (3,5S)",Đồng/kg,15610,15610
2019-04-17,Mazút No3 (380),Đồng/kg,15510,15820
2019-04-17,"Xăng RON 95-II,III",Đồng/lít,21230,21650
2019-04-17,Xăng RON 95-IV,Đồng/lít,21380,21800
2019-04-17,Xăng sinh học E5 RON 92-II,Đồng/lít,19700,20090
2019-04-17,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,17680,18030
2019-04-17,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,17380,17720
2019-05-02,Brent,$97.97,197,205
2019-05-02,Dầu hỏa,Đồng/lít,16620,16950
2019-05-02,"Mazút No2B (3,0S)",Đồng/kg,16150,16470
2019-05-02,"Mazút No2B (3,5S)",Đồng/kg,16000,16000
2019-05-02,Mazút No3 (380),Đồng/kg,15900,16210
2019-05-02,WTI,$95.91,215,229
2019-05-02,"Xăng RON 95-II,III",Đồng/lít,22190,22630
2019-05-02,Xăng RON 95-IV,Đồng/lít,22340,22780
2019-05-02,Xăng sinh học E5 RON 92-II,Đồng/lít,20680,21090
2019-05-02,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,17990,18340
2019-05-02,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,17690,18040
2019-05-17,Dầu hỏa,Đồng/lít,16420,16740
2019-05-17,"Mazút No2B (3,0S)",Đồng/kg,15680,15990
2019-05-17,"Mazút No2B (3,5S)",Đồng/kg,15530,15530
2019-05-17,Mazút No3 (380),Đồng/kg,15430,15730
2019-05-17,"Xăng RON 95-II,III",Đồng/lít,21590,22020
2019-05-17,Xăng RON 95-IV,Đồng/lít,21740,22170
2019-05-17,Xăng sinh học E5 RON 92-II,Đồng/lít,20480,20880
2019-05-17,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,17910,18260
2019-05-17,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,17610,17960
2019-06-01,Brent,$97.97,197,205
2019-06-01,Dầu hỏa,Đồng/lít,16220,16540
2019-06-01,"Mazút No2B (3,0S)",Đồng/kg,15500,15810
2019-06-01,"Mazút No2B (3,5S)",Đồng/kg,15350,15350
2019-06-01,Mazút No3 (380),Đồng/kg,15250,15550
2019-06-01,WTI,$95.91,215,229
2019-06-01,"Xăng RON 95-II,III",Đồng/lít,21210,21630
2019-06-01,Xăng RON 95-IV,Đồng/lít,21360,21780
2019-06-01,Xăng sinh học E5 RON 92-II,Đồng/lít,20210,20610
2019-06-01,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,17690,18040
2019-06-01,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,17390,17730
2019-06-17,Dầu hỏa,Đồng/lít,15610,15920
2019-06-17,"Mazút No2B (3,0S)",Đồng/kg,15260,15560
2019-06-17,"Mazút No2B (3,5S)",Đồng/kg,15110,15110
2019-06-17,Mazút No3 (380),Đồng/kg,15010,15310
2019-06-17,"Xăng RON 95-II,III",Đồng/lít,20130,20530
2019-06-17,Xăng RON 95-IV,Đồng/lít,20280,20680
2019-06-17,Xăng sinh học E5 RON 92-II,Đồng/lít,19230,19610
2019-06-17,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16950,17280
2019-06-17,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16650,16980
2019-07-02,Brent,$97.97,197,205
2019-07-02,Dầu hỏa,Đồng/lít,15930,16240
2019-07-02,"Mazút No2B (3,0S)",Đồng/kg,15370,15670
2019-07-02,"Mazút No2B (3,5S)",Đồng/kg,15220,15220
2019-07-02,Mazút No3 (380),Đồng/kg,15120,15420
2019-07-02,WTI,$95.91,215,229
2019-07-02,"Xăng RON 95-II,III",Đồng/lít,20510,20920
2019-07-02,Xăng RON 95-IV,Đồng/lít,20660,21070
2019-07-02,Xăng sinh học E5 RON 92-II,Đồng/lít,19650,20040
2019-07-02,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,17240,17580
2019-07-02,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16940,17270
2019-07-17,Dầu hỏa,Đồng/lít,15950,16260
2019-07-17,"Mazút No2B (3,0S)",Đồng/kg,16130,16450
2019-07-17,"Mazút No2B (3,5S)",Đồng/kg,15980,15980
2019-07-17,Mazút No3 (380),Đồng/kg,15880,16190
2019-07-17,"Xăng RON 95-II,III",Đồng/lít,21230,21650
2019-07-17,Xăng RON 95-IV,Đồng/lít,21380,21800
2019-07-17,Xăng sinh học E5 RON 92-II,Đồng/lít,20270,20670
2019-07-17,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,17290,17630
2019-07-17,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16990,17320
2019-08-01,Brent,$97.97,197,205
2019-08-01,Dầu hỏa,Đồng/lít,15960,16270
2019-08-01,"Mazút No2B (3,0S)",Đồng/kg,16070,16390
2019-08-01,"Mazút No2B (3,5S)",Đồng/kg,15920,15920
2019-08-01,Mazút No3 (380),Đồng/kg,15820,16130
2019-08-01,WTI,$95.91,215,229
2019-08-01,"Xăng RON 95-II,III",Đồng/lít,20910,21320
2019-08-01,Xăng RON 95-IV,Đồng/lít,21010,21430
2019-08-01,Xăng sinh học E5 RON 92-II,Đồng/lít,19900,20290
2019-08-01,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,17320,17660
2019-08-01,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,17020,17360
2019-08-16,Dầu hỏa,Đồng/lít,15390,15690
2019-08-16,"Mazút No2B (3,0S)",Đồng/kg,14220,14500
2019-08-16,"Mazút No2B (3,5S)",Đồng/kg,14070,14070
2019-08-16,Mazút No3 (380),Đồng/kg,13970,14240
2019-08-16,"Xăng RON 95-II,III",Đồng/lít,20400,20800
2019-08-16,Xăng RON 95-IV,Đồng/lít,20500,20910
2019-08-16,Xăng sinh học E5 RON 92-II,Đồng/lít,19350,19730
2019-08-16,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16800,17130
2019-08-16,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16500,16830
2019-08-31,Dầu hỏa,Đồng/lít,15320,15620
2019-08-31,"Mazút No2B (3,0S)",Đồng/kg,13970,14240
2019-08-31,"Mazút No2B (3,5S)",Đồng/kg,13820,13820
2019-08-31,Mazút No3 (380),Đồng/kg,13720,13990
2019-08-31,"Xăng RON 95-II,III",Đồng/lít,20230,20630
2019-08-31,Xăng RON 95-IV,Đồng/lít,20330,20730
2019-08-31,Xăng sinh học E5 RON 92-II,Đồng/lít,19220,19600
2019-08-31,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16630,16960
2019-08-31,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16330,16650
2019-09-16,Brent,$97.97,197,205
2019-09-16,Dầu hỏa,Đồng/lít,15360,15660
2019-09-16,"Mazút No2B (3,0S)",Đồng/kg,14240,14520
2019-09-16,"Mazút No2B (3,5S)",Đồng/kg,14090,14090
2019-09-16,Mazút No3 (380),Đồng/kg,13990,14260
2019-09-16,WTI,$95.91,215,229
2019-09-16,"Xăng RON 95-II,III",Đồng/lít,20140,20540
2019-09-16,Xăng RON 95-IV,Đồng/lít,20240,20640
2019-09-16,Xăng sinh học E5 RON 92-II,Đồng/lít,19110,19490
2019-09-16,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16500,16830
2019-09-16,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16200,16520
2019-10-01,Brent,$97.97,197,205
2019-10-01,Dầu hỏa,Đồng/lít,15780,16090
2019-10-01,"Mazút No2B (3,0S)",Đồng/kg,15060,15360
2019-10-01,"Mazút No2B (3,5S)",Đồng/kg,14910,14910
2019-10-01,Mazút No3 (380),Đồng/kg,14810,15100
2019-10-01,WTI,$95.91,215,229
2019-10-01,"Xăng RON 95-II,III",Đồng/lít,21060,21480
2019-10-01,Xăng RON 95-IV,Đồng/lít,21160,21580
2019-10-01,Xăng sinh học E5 RON 92-II,Đồng/lít,19780,20170
2019-10-01,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16930,17260
2019-10-01,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16630,16960
2019-10-16,Dầu hỏa,Đồng/lít,15250,15550
2019-10-16,"Mazút No2B (3,0S)",Đồng/kg,12960,13210
2019-10-16,"Mazút No2B (3,5S)",Đồng/kg,12810,12810
2019-10-16,Mazút No3 (380),Đồng/kg,12710,12960
2019-10-16,"Xăng RON 95-II,III",Đồng/lít,20790,21200
2019-10-16,Xăng RON 95-IV,Đồng/lít,20890,21300
2019-10-16,Xăng sinh học E5 RON 92-II,Đồng/lít,19470,19850
2019-10-16,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16520,16850
2019-10-16,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16220,16540
2019-10-31,Dầu hỏa,Đồng/lít,15130,15430
2019-10-31,"Mazút No2B (3,0S)",Đồng/kg,13010,13270
2019-10-31,"Mazút No2B (3,5S)",Đồng/kg,12510,12510
2019-10-31,Mazút No3 (380),Đồng/kg,12460,12700
2019-10-31,"Xăng RON 95-II,III",Đồng/lít,20440,20840
2019-10-31,Xăng RON 95-IV,Đồng/lít,20540,20950
2019-10-31,Xăng sinh học E5 RON 92-II,Đồng/lít,19250,19630
2019-10-31,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16350,16670
2019-10-31,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16050,16370
2019-11-15,Brent,$97.97,197,205
2019-11-15,Dầu hỏa,Đồng/lít,14960,15250
2019-11-15,"Mazút No2B (3,0S)",Đồng/kg,12440,12680
2019-11-15,"Mazút No2B (3,5S)",Đồng/kg,11940,11940
2019-11-15,Mazút No3 (380),Đồng/kg,11890,12120
2019-11-15,WTI,$95.91,215,229
2019-11-15,"Xăng RON 95-II,III",Đồng/lít,20790,21200
2019-11-15,Xăng RON 95-IV,Đồng/lít,20890,21300
2019-11-15,Xăng sinh học E5 RON 92-II,Đồng/lít,19500,19890
2019-11-15,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16260,16580
2019-11-15,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,15960,16270
2019-11-30,Dầu hỏa,Đồng/lít,14960,15250
2019-11-30,"Mazút 380cst - 0,5S (RMG)",Đồng/kg,16840,17170
2019-11-30,"Mazút No2B (3,0S)",Đồng/kg,12680,12930
2019-11-30,"Mazút No2B (3,5S)",Đồng/kg,11180,11180
2019-11-30,Mazút No3 (380),Đồng/kg,11130,11350
2019-11-30,"Xăng RON 95-II,III",Đồng/lít,21070,21490
2019-11-30,Xăng RON 95-IV,Đồng/lít,21170,21590
2019-11-30,Xăng sinh học E5 RON 92-II,Đồng/lít,19810,20200
2019-11-30,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16280,16600
2019-11-30,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,15980,16290
2019-12-16,Brent,$97.97,197,205
2019-12-16,Dầu hỏa,Đồng/lít,15010,15310
2019-12-16,"Mazút 380cst - 0,5S (RMG)",Đồng/kg,16560,16890
2019-12-16,"Mazút No2B (3,0S)",Đồng/kg,12850,13100
2019-12-16,"Mazút No2B (3,5S)",Đồng/kg,11350,11350
2019-12-16,Mazút No3 (380),Đồng/kg,11300,11520
2019-12-16,WTI,$95.91,215,229
2019-12-16,"Xăng RON 95-II,III",Đồng/lít,20880,21290
2019-12-16,Xăng RON 95-IV,Đồng/lít,20980,21390
2019-12-16,Xăng sinh học E5 RON 92-II,Đồng/lít,19720,20110
2019-12-16,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16360,16680
2019-12-16,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16060,16380
2019-12-31,Dầu hỏa,Đồng/lít,15580,15890
2019-12-31,"Mazút 180cst - 0,5S (RMG)",Đồng/kg,18210,18570
2019-12-31,"Mazút 380cst - 0,5S (RMG)",Đồng/kg,16910,17240
2019-12-31,"Mazút No2B (3,0S)",Đồng/kg,13420,13680
2019-12-31,"Mazút No2B (3,5S)",Đồng/kg,11920,11920
2019-12-31,Mazút No3 (380),Đồng/kg,11870,12100
2019-12-31,"Xăng RON 95-II,III",Đồng/lít,20990,21400
2019-12-31,Xăng RON 95-IV,Đồng/lít,21090,21510
2019-12-31,Xăng sinh học E5 RON 92-II,Đồng/lít,19880,20270
2019-12-31,"Điêzen 0,001S-V (DO 0,001S-V)",Đồng/lít,16890,17220
2019-12-31,"Điêzen 0,05S (DO 0.005S)",Đồng/lít,16590,16920
